,d_mean,d_std,d_max,d_min,d_peaks_num,d_peaks_mean,d_peaks_idx_mean,g_mean,g_std,g_max,g_min,g_argmax,g_peaks_num,g_peaks_mean,g_clpeak_idx,g_peaks_idx_mean,ud_mean,ud_std,ud_max,ud_min,ud_delta,ud_peaks_num,ud_peaks_mean,ug_mean,ug_std,ug_max,ug_min,ug_peaks_num,ug_peaks_mean,md_mean,md_std,md_max,md_min,md_peaks_num,md_peaks_mean,mg_mean,mg_std,mg_max,mg_min,mg_peaks_num,mg_peaks_mean,bd_mean,bd_std,bd_max,bd_min,bd_peaks_num,bd_peaks_mean,bg_mean,bg_std,bg_max,bg_min,bg_peaks_num,bg_peaks_mean,top_labels,mid_labels,bot_labels
10,2.1324,0.8436,4.29,1.179,3,3.0503,73.0,-0.0088,0.0138,0.0625,-0.1125,18,20,0.0309,190,73.4,3.1583,0.565,4.29,2.342,1.948,3,3.0503,-0.0167,0.0212,0.0625,-0.1125,18,0.0346,1.9104,0.236,2.334,1.54,1,1.725,-0.0067,0.0042,0.002,-0.022,5,0.0128,1.3285,0.1099,1.539,1.179,0,0.0,-0.003,0.0014,-0.0005,-0.009,0,0.0,1,1,1
11,2.1397,0.8533,4.468,1.168,0,0.0,0.0,-0.0093,0.0129,0.015,-0.1405,1,24,0.0263,119,57.4583,3.1788,0.5723,4.468,2.428,2.04,2,2.5605,-0.0174,0.0193,0.015,-0.1405,25,0.0259,1.9097,0.2385,2.406,1.545,0,0.0,-0.0073,0.0043,-0.001,-0.029,2,0.0173,1.3307,0.113,1.539,1.168,0,0.0,-0.0031,0.0013,-0.0005,-0.007,0,0.0,1,1,1
12,2.1645,0.8685,4.413,1.177,0,0.0,0.0,-0.0089,0.0106,0.024,-0.091,3,21,0.0238,119,65.0476,3.217,0.5834,4.413,2.496,1.917,2,2.55,-0.0156,0.0152,0.024,-0.091,21,0.024,1.9404,0.2551,2.479,1.555,0,0.0,-0.0078,0.0047,0.0,-0.0255,2,0.009,1.3363,0.1155,1.547,1.177,0,0.0,-0.0031,0.0014,0.0,-0.0075,0,0.0,1,1,1
13,2.2068,0.8889,4.274,1.171,1,2.826,111.0,-0.0082,0.0146,0.115,-0.0805,110,23,0.0299,198,69.6522,3.2882,0.5706,4.274,2.562,1.712,3,3.104,-0.0129,0.0231,0.115,-0.0805,19,0.0277,1.9882,0.2621,2.574,1.578,2,2.241,-0.0084,0.0074,0.0035,-0.0465,3,0.0298,1.3441,0.1202,1.572,1.171,0,0.0,-0.0034,0.0016,-0.001,-0.01,0,0.0,1,1,1
14,2.2001,0.9067,4.556,1.172,1,4.021,23.0,-0.0094,0.0119,0.033,-0.114,26,20,0.0284,159,59.2,3.2935,0.6358,4.556,2.486,2.07,3,3.0277,-0.0172,0.0172,0.033,-0.114,24,0.0264,1.9606,0.2557,2.476,1.582,0,0.0,-0.0077,0.0049,-0.0005,-0.0265,2,0.0132,1.3461,0.1209,1.577,1.172,0,0.0,-0.0034,0.0014,-0.001,-0.008,0,0.0,1,1,1
15,2.2148,0.904,4.434,1.178,3,3.2393,79.6667,-0.0077,0.0164,0.111,-0.088,9,18,0.0357,136,47.5,3.3135,0.5922,4.434,2.499,1.935,2,3.4665,-0.0097,0.0257,0.111,-0.088,21,0.0323,1.9807,0.2772,2.771,1.59,0,0.0,-0.0099,0.0106,-0.001,-0.0735,3,0.0107,1.3503,0.1219,1.587,1.178,0,0.0,-0.0034,0.002,0.0,-0.0145,1,0.01,1,1,1
16,2.2226,0.9134,4.463,1.184,1,4.463,10.0,-0.0078,0.0155,0.078,-0.089,26,19,0.0317,250,74.6842,3.3311,0.6051,4.463,2.526,1.937,2,3.4945,-0.0107,0.0243,0.078,-0.089,18,0.0315,1.9851,0.2797,2.725,1.585,0,0.0,-0.0095,0.0096,-0.0005,-0.068,8,0.0188,1.3516,0.1214,1.582,1.184,0,0.0,-0.0033,0.0022,0.0005,-0.0175,1,0.0175,1,1,1
17,2.2173,0.9086,4.362,1.177,0,0.0,0.0,-0.0078,0.0137,0.056,-0.082,26,16,0.0257,250,79.625,3.3188,0.6044,4.362,2.478,1.884,2,3.42,-0.0114,0.0215,0.056,-0.082,18,0.0261,1.9844,0.2738,2.628,1.577,0,0.0,-0.0088,0.0079,-0.0015,-0.059,4,0.0223,1.3487,0.1208,1.575,1.177,0,0.0,-0.0033,0.0018,0.001,-0.0125,1,0.0125,1,1,1
18,2.1812,0.8849,4.311,1.16,2,2.537,114.0,-0.0086,0.0142,0.099,-0.0835,117,25,0.0291,119,63.92,3.2497,0.6082,4.311,2.342,1.969,1,2.342,-0.0138,0.0222,0.099,-0.0835,28,0.0262,1.953,0.2554,2.565,1.57,0,0.0,-0.0084,0.0073,0.0,-0.054,3,0.0178,1.3409,0.1182,1.567,1.16,0,0.0,-0.0034,0.002,0.0,-0.012,0,0.0,1,1,1
19,2.1747,0.8768,4.341,1.169,0,0.0,0.0,-0.0087,0.0145,0.0905,-0.0755,109,20,0.0254,246,70.6,3.2417,0.5865,4.341,2.462,1.879,2,2.618,-0.0149,0.0223,0.0905,-0.0755,21,0.0283,1.9439,0.2408,2.484,1.566,0,0.0,-0.008,0.0076,0.0,-0.0675,4,0.0047,1.3385,0.1165,1.564,1.169,0,0.0,-0.0032,0.002,0.006,-0.0115,1,0.0115,1,1,1
20,2.1435,0.8553,4.389,1.171,2,2.206,151.0,-0.0088,0.0112,0.025,-0.069,18,17,0.0233,201,54.1176,3.1778,0.5909,4.389,2.402,1.987,2,2.523,-0.0163,0.0161,0.025,-0.069,20,0.0227,1.9197,0.2358,2.358,1.558,2,1.84,-0.0069,0.0045,0.0025,-0.0315,3,0.0122,1.333,0.114,1.556,1.171,0,0.0,-0.0032,0.0017,0.004,-0.009,1,0.0025,1,1,1
21,2.1391,0.8498,4.539,1.176,1,2.471,104.0,-0.0092,0.0154,0.085,-0.1065,115,17,0.0363,271,89.2941,3.169,0.5794,4.539,2.364,2.175,3,2.5963,-0.0178,0.0241,0.085,-0.1065,17,0.0374,1.9182,0.2327,2.339,1.551,0,0.0,-0.0067,0.0031,-0.001,-0.018,0,0.0,1.3302,0.1129,1.55,1.176,1,1.176,-0.0031,0.0016,0.002,-0.0115,3,0.007,1,1,1
22,2.1197,0.8327,4.321,1.156,1,2.634,111.0,-0.0088,0.0116,0.0565,-0.0695,15,18,0.0297,114,57.3889,3.1301,0.5636,4.321,2.344,1.977,2,2.544,-0.0166,0.0173,0.0565,-0.0695,21,0.0268,1.9026,0.2292,2.328,1.553,0,0.0,-0.0065,0.0029,-0.001,-0.015,2,0.0095,1.3262,0.1112,1.549,1.156,0,0.0,-0.0033,0.0016,0.0,-0.012,0,0.0,1,1,1
23,2.1218,0.8307,4.421,1.148,2,2.624,107.0,-0.0092,0.0156,0.113,-0.1045,110,19,0.0343,148,83.1053,3.1297,0.5484,4.421,2.383,2.038,2,2.624,-0.0174,0.0243,0.113,-0.1045,18,0.0331,1.9133,0.241,2.37,1.546,1,2.21,-0.0069,0.0055,0.007,-0.03,5,0.013,1.3224,0.1129,1.539,1.148,0,0.0,-0.0033,0.0012,-0.0015,-0.008,0,0.0,1,1,1
24,2.12,0.833,4.231,1.149,1,2.866,111.0,-0.0085,0.0153,0.0795,-0.1115,114,19,0.0259,114,43.3158,3.1358,0.5443,4.231,2.401,1.83,3,2.692,-0.0152,0.0246,0.0795,-0.1115,22,0.0278,1.9017,0.2389,2.395,1.534,0,0.0,-0.0072,0.0042,0.0005,-0.0215,3,0.0098,1.3227,0.1135,1.522,1.149,0,0.0,-0.0032,0.0014,-0.001,-0.009,0,0.0,1,1,1
25,2.0893,0.7999,3.898,1.15,3,2.991,73.3333,-0.0075,0.0094,0.0425,-0.0605,110,15,0.0248,113,60.7333,3.0652,0.508,3.898,2.321,1.577,3,2.991,-0.0127,0.0143,0.0425,-0.0605,18,0.0227,1.8884,0.2364,2.316,1.517,0,0.0,-0.0067,0.003,-0.0005,-0.0145,1,0.0145,1.3143,0.1103,1.518,1.15,0,0.0,-0.0031,0.0014,0.0005,-0.011,0,0.0,1,1,1
26,2.1078,0.821,4.021,1.154,1,2.659,106.0,-0.0079,0.011,0.0895,-0.0585,105,25,0.0198,107,57.76,3.1213,0.5113,4.021,2.426,1.595,4,2.91,-0.0133,0.0171,0.0895,-0.0585,27,0.0215,1.8779,0.2316,2.403,1.534,0,0.0,-0.0074,0.0045,-0.0015,-0.0285,6,0.0101,1.3242,0.1144,1.53,1.154,0,0.0,-0.0032,0.0012,-0.001,-0.0075,0,0.0,1,1,1
27,2.1064,0.8226,4.053,1.151,1,4.053,4.0,-0.0077,0.0116,0.079,-0.0595,106,30,0.0212,122,51.4333,3.115,0.539,4.053,2.326,1.727,2,3.258,-0.0135,0.0184,0.079,-0.0595,33,0.021,1.8789,0.2173,2.321,1.535,0,0.0,-0.0066,0.0028,-0.0015,-0.0205,2,0.011,1.3253,0.1152,1.53,1.151,0,0.0,-0.0032,0.0014,0.0015,-0.008,0,0.0,1,1,1
28,2.0915,0.8088,3.967,1.145,0,0.0,0.0,-0.0074,0.0098,0.0615,-0.055,1,21,0.0244,117,57.0952,3.0843,0.5232,3.967,2.311,1.656,2,3.2045,-0.0126,0.0151,0.0615,-0.055,21,0.0247,1.8699,0.2158,2.302,1.522,0,0.0,-0.0066,0.0028,-0.002,-0.0175,2,0.0047,1.3205,0.1149,1.519,1.145,1,1.497,-0.0031,0.0015,0.002,-0.0085,0,0.0,1,1,1
29,2.0849,0.8109,4.056,1.146,0,0.0,0.0,-0.0079,0.0096,0.049,-0.058,117,14,0.0233,117,63.3571,3.0782,0.5334,4.056,2.307,1.749,3,2.551,-0.0142,0.0143,0.049,-0.058,15,0.0252,1.8605,0.2181,2.295,1.521,0,0.0,-0.0065,0.0032,-0.0005,-0.0185,3,0.004,1.3161,0.1119,1.516,1.146,0,0.0,-0.0031,0.0011,0.001,-0.007,0,0.0,1,1,1
30,2.1027,0.8301,4.623,1.148,1,2.358,111.0,-0.01,0.0205,0.0285,-0.272,0,22,0.0209,120,48.7727,3.1025,0.5727,4.623,2.358,2.265,1,2.358,-0.0196,0.0331,0.0285,-0.272,23,0.0197,1.8906,0.2486,2.388,1.522,0,0.0,-0.0074,0.005,-0.0005,-0.0415,3,0.0138,1.315,0.1111,1.519,1.148,0,0.0,-0.0031,0.001,-0.0005,-0.0055,0,0.0,1,1,1
31,2.1031,0.8357,4.301,1.138,2,2.539,112.0,-0.0088,0.015,0.142,-0.0885,113,15,0.0301,57,46.2667,3.1172,0.5618,4.301,2.374,1.927,2,2.478,-0.0143,0.0223,0.142,-0.0885,18,0.0284,1.8786,0.2544,2.604,1.518,0,0.0,-0.009,0.0107,0.005,-0.0735,1,0.0135,1.3134,0.1105,1.512,1.138,0,0.0,-0.0031,0.0009,-0.0005,-0.005,0,0.0,1,1,1
32,2.0903,0.8215,4.27,1.138,4,2.8743,80.75,-0.0089,0.0174,0.125,-0.1245,16,25,0.0262,169,77.2,3.0807,0.5628,4.27,2.375,1.895,3,2.9687,-0.0153,0.028,0.125,-0.1245,20,0.0298,1.88,0.2497,2.488,1.52,0,0.0,-0.0081,0.0065,0.0005,-0.037,7,0.0141,1.3101,0.1078,1.517,1.138,0,0.0,-0.0032,0.001,0.0,-0.0075,0,0.0,1,1,1
33,2.0698,0.7833,4.014,1.141,1,2.649,81.0,-0.008,0.0115,0.063,-0.073,87,18,0.0306,125,60.6667,3.0195,0.4975,4.014,2.371,1.643,3,2.5253,-0.0123,0.0169,0.063,-0.073,17,0.0288,1.8826,0.2513,2.535,1.525,0,0.0,-0.0084,0.0084,-0.001,-0.061,2,0.0358,1.3072,0.1069,1.522,1.141,0,0.0,-0.0032,0.0012,-0.001,-0.0095,0,0.0,1,1,1
34,2.0541,0.774,3.905,1.142,3,2.9817,85.3333,-0.0076,0.0301,0.1575,-0.321,125,19,0.049,186,65.6842,2.9717,0.5203,3.905,2.256,1.649,3,3.2733,-0.0111,0.0236,0.1145,-0.081,21,0.0261,1.8812,0.297,3.03,1.529,1,2.09,-0.0084,0.0461,0.1575,-0.321,4,0.1289,1.3094,0.1086,1.524,1.142,0,0.0,-0.0032,0.0012,-0.001,-0.009,0,0.0,1,1,1
35,2.1017,0.8121,4.354,1.154,1,2.276,120.0,-0.0092,0.0219,0.0835,-0.203,0,20,0.0346,139,77.8,3.0759,0.5381,4.354,2.286,2.068,0,0.0,-0.0181,0.0247,0.007,-0.203,17,0.0206,1.908,0.2842,2.709,1.532,1,2.709,-0.0063,0.0266,0.0835,-0.169,6,0.0643,1.3212,0.1116,1.527,1.154,0,0.0,-0.0031,0.0012,-0.001,-0.008,0,0.0,1,1,1
36,2.1261,0.8385,4.159,1.154,3,3.254,72.6667,-0.0078,0.0191,0.101,-0.138,96,32,0.0326,141,66.25,3.1442,0.5494,4.159,2.246,1.913,3,3.3533,-0.0144,0.025,0.101,-0.138,30,0.0251,1.911,0.2595,2.58,1.531,2,2.1265,-0.006,0.0199,0.05,-0.102,6,0.0559,1.3232,0.113,1.528,1.154,0,0.0,-0.0031,0.0015,-0.0005,-0.0095,0,0.0,1,1,1
37,2.1383,0.8436,4.152,1.152,4,2.9088,86.5,-0.0076,0.0177,0.0615,-0.1175,87,23,0.0358,188,83.3043,3.1642,0.5587,4.152,2.241,1.911,3,3.32,-0.0139,0.025,0.058,-0.1175,18,0.0369,1.9189,0.2414,2.467,1.574,2,2.332,-0.0055,0.016,0.0615,-0.076,6,0.0303,1.3318,0.1167,1.568,1.152,0,0.0,-0.0035,0.0016,-0.001,-0.0095,0,0.0,1,1,1
38,2.1403,0.8454,4.219,1.175,3,2.9827,72.6667,-0.0085,0.0144,0.0765,-0.0675,133,31,0.0274,192,67.5161,3.1645,0.5831,4.219,2.273,1.946,3,3.678,-0.0164,0.0184,0.04,-0.0675,29,0.0264,1.919,0.2188,2.314,1.578,4,1.927,-0.0058,0.0134,0.0765,-0.041,3,0.0337,1.3372,0.116,1.57,1.175,1,1.175,-0.0033,0.0019,0.003,-0.01,0,0.0,1,1,1
39,2.1377,0.8526,4.225,1.161,1,4.068,9.0,-0.0085,0.0124,0.059,-0.0755,19,24,0.0242,98,59.5,3.1742,0.5946,4.225,2.263,1.962,1,4.068,-0.0163,0.018,0.059,-0.0755,27,0.0255,1.9002,0.2063,2.254,1.589,3,1.9743,-0.0056,0.0061,0.0165,-0.0305,3,0.0062,1.3386,0.1231,1.589,1.161,0,0.0,-0.0036,0.0018,0.0,-0.01,0,0.0,1,1,1
40,2.1366,0.8534,4.215,1.156,2,2.217,140.0,-0.0085,0.0118,0.0255,-0.066,20,24,0.0212,174,67.5417,3.1746,0.5891,4.215,2.248,1.967,0,0.0,-0.0163,0.0148,0.0205,-0.066,23,0.0195,1.9003,0.2162,2.29,1.577,2,2.217,-0.0056,0.0101,0.0255,-0.0645,5,0.0234,1.3349,0.1219,1.573,1.156,0,0.0,-0.0035,0.0017,0.002,-0.01,0,0.0,1,1,1
41,2.1592,0.8742,4.077,1.158,3,2.8907,90.3333,-0.0076,0.0176,0.099,-0.1065,101,24,0.0326,139,80.0417,3.2498,0.5446,4.077,2.26,1.817,7,3.5899,-0.0137,0.0289,0.099,-0.1065,24,0.0332,1.8954,0.1953,2.249,1.567,2,2.12,-0.0058,0.0059,0.0235,-0.028,4,0.016,1.3325,0.1255,1.561,1.158,0,0.0,-0.0034,0.0014,-0.0005,-0.007,0,0.0,1,1,1
42,2.1684,0.8701,4.143,1.151,6,3.187,75.6667,-0.0079,0.0255,0.211,-0.1595,141,32,0.0367,168,80.7188,3.239,0.5299,4.143,2.26,1.883,6,3.3323,-0.0144,0.0303,0.086,-0.1595,27,0.0293,1.938,0.2626,2.559,1.554,3,2.4037,-0.0059,0.031,0.211,-0.15,7,0.0594,1.3281,0.1275,1.553,1.151,0,0.0,-0.0034,0.0017,0.0,-0.0095,1,0.0095,1,1,1
43,2.0894,0.7952,3.906,1.153,2,2.983,78.0,-0.0074,0.0123,0.0805,-0.0845,112,21,0.0255,213,64.0,3.0697,0.5026,3.906,2.254,1.652,3,3.3933,-0.0131,0.019,0.0805,-0.0845,21,0.0254,1.8733,0.1959,2.235,1.545,2,2.097,-0.0058,0.0065,0.0255,-0.022,2,0.0065,1.325,0.1197,1.54,1.153,0,0.0,-0.0032,0.0013,0.0,-0.0065,0,0.0,1,1,1
44,2.092,0.7913,3.811,1.15,1,2.0,152.0,-0.0075,0.0095,0.027,-0.087,0,12,0.0177,118,83.3333,3.0712,0.4895,3.811,2.298,1.513,2,3.7435,-0.0128,0.0136,0.027,-0.087,11,0.0175,1.8733,0.1973,2.284,1.573,2,2.0355,-0.006,0.0061,0.0195,-0.0295,4,0.011,1.3316,0.1216,1.566,1.15,0,0.0,-0.0035,0.0014,-0.0005,-0.0075,0,0.0,1,1,1
45,2.078,0.7787,3.766,1.15,3,3.129,62.0,-0.0069,0.008,0.056,-0.036,14,15,0.015,117,75.6667,3.0475,0.4697,3.766,2.308,1.458,2,3.699,-0.0113,0.0115,0.056,-0.036,15,0.0154,1.8521,0.2018,2.283,1.57,1,1.989,-0.0061,0.005,0.018,-0.0245,3,0.006,1.3343,0.1175,1.566,1.15,0,0.0,-0.0035,0.0013,-0.001,-0.0075,0,0.0,1,1,1
46,2.0997,0.7998,3.926,1.162,1,3.853,11.0,-0.0077,0.0082,0.0195,-0.0905,14,21,0.0192,164,62.9048,3.0896,0.5077,3.926,2.332,1.594,1,3.853,-0.0133,0.0113,0.0195,-0.0905,20,0.0198,1.8628,0.2118,2.328,1.557,1,1.918,-0.0064,0.0044,0.007,-0.0185,2,0.0092,1.3467,0.1163,1.555,1.162,0,0.0,-0.0033,0.001,-0.0005,-0.007,0,0.0,1,1,1
47,2.1096,0.8193,4.155,1.169,0,0.0,0.0,-0.008,0.0137,0.06,-0.1105,4,26,0.0314,166,72.5769,3.1195,0.5362,4.155,2.345,1.81,0,0.0,-0.0143,0.0217,0.06,-0.1105,22,0.0339,1.8665,0.2166,2.338,1.549,2,1.9025,-0.0067,0.0054,0.0085,-0.0285,7,0.0151,1.3427,0.1113,1.546,1.169,0,0.0,-0.0032,0.0011,-0.001,-0.007,0,0.0,1,1,1
48,2.091,0.798,3.915,1.164,1,3.669,20.0,-0.0077,0.0108,0.074,-0.1205,17,29,0.0219,116,52.7586,3.0783,0.502,3.915,2.312,1.603,2,3.7725,-0.0135,0.0166,0.074,-0.1205,29,0.0219,1.8597,0.2168,2.31,1.532,0,0.0,-0.0065,0.0037,0.007,-0.019,5,0.0088,1.3349,0.107,1.529,1.164,0,0.0,-0.0031,0.0012,-0.001,-0.008,0,0.0,1,1,1
49,2.0772,0.7812,3.831,1.168,2,2.7895,91.5,-0.0073,0.0073,0.021,-0.0655,42,19,0.0157,175,72.5789,3.0456,0.4844,3.831,2.301,1.53,2,3.726,-0.0125,0.0098,0.021,-0.0655,19,0.0166,1.8508,0.2115,2.297,1.548,1,1.867,-0.0063,0.0041,0.0085,-0.0215,4,0.0091,1.3352,0.1087,1.544,1.168,0,0.0,-0.0032,0.0013,-0.0005,-0.0075,0,0.0,1,1,1
50,2.05,0.7564,3.695,1.166,1,3.545,18.0,-0.007,0.0131,0.0985,-0.167,15,29,0.022,190,71.6207,2.9893,0.4577,3.695,2.27,1.425,2,3.62,-0.0117,0.0214,0.0985,-0.167,26,0.0235,1.8349,0.2065,2.263,1.529,0,0.0,-0.0062,0.0039,0.0045,-0.023,9,0.0101,1.3258,0.1069,1.523,1.166,0,0.0,-0.003,0.0012,-0.0005,-0.007,0,0.0,1,1,1
51,2.0512,0.7671,3.764,1.165,1,3.35,39.0,-0.0072,0.0094,0.045,-0.1175,41,21,0.0194,191,73.5714,3.0004,0.4794,3.764,2.26,1.504,2,3.557,-0.0124,0.0143,0.045,-0.1175,19,0.0204,1.8316,0.2069,2.258,1.528,1,1.758,-0.0061,0.0041,0.007,-0.0215,3,0.0088,1.3218,0.1072,1.526,1.165,0,0.0,-0.003,0.0013,0.0,-0.0085,0,0.0,1,1,1
52,2.0301,0.7582,3.865,1.16,0,0.0,0.0,-0.0072,0.0092,0.065,-0.062,0,24,0.0202,191,81.125,2.9668,0.4845,3.865,2.246,1.619,1,3.865,-0.0127,0.0132,0.065,-0.062,19,0.0217,1.8096,0.2003,2.223,1.512,2,1.77,-0.006,0.0054,0.0115,-0.038,8,0.0146,1.314,0.105,1.509,1.16,0,0.0,-0.0029,0.0011,0.0,-0.0075,0,0.0,1,1,1
53,2.0087,0.7458,3.812,1.146,0,0.0,0.0,-0.0074,0.008,0.0105,-0.0655,38,17,0.0196,185,69.2353,2.9266,0.486,3.812,2.204,1.608,0,0.0,-0.0133,0.0102,0.0095,-0.0655,15,0.019,1.7932,0.1979,2.194,1.494,2,1.73,-0.0059,0.0056,0.0105,-0.034,2,0.0175,1.3063,0.1048,1.49,1.146,0,0.0,-0.0029,0.0011,-0.0005,-0.007,0,0.0,1,1,1
54,1.9914,0.723,3.596,1.147,0,0.0,0.0,-0.0066,0.0079,0.0435,-0.0345,11,17,0.019,129,67.4706,2.8855,0.4534,3.596,2.19,1.406,2,3.584,-0.0111,0.0114,0.0435,-0.0345,18,0.0177,1.7837,0.1967,2.18,1.485,3,1.6957,-0.0058,0.0045,0.0095,-0.023,4,0.0079,1.3051,0.1026,1.483,1.147,0,0.0,-0.0028,0.0011,0.0,-0.006,0,0.0,1,1,1
55,1.9941,0.7186,3.613,1.143,1,3.613,16.0,-0.0044,0.0224,0.317,-0.047,0,17,0.0175,196,64.3529,2.8875,0.4292,3.613,2.195,1.418,1,3.613,-0.0045,0.0383,0.317,-0.047,20,0.0162,1.7878,0.2039,2.188,1.497,2,1.6215,-0.0058,0.0062,0.021,-0.044,3,0.0192,1.307,0.1031,1.489,1.143,0,0.0,-0.0029,0.0009,-0.001,-0.0065,0,0.0,1,1,1
56,2.0133,0.7473,3.839,1.14,1,3.561,17.0,-0.0074,0.0113,0.0855,-0.1115,20,25,0.024,213,71.24,2.9336,0.4832,3.839,2.211,1.628,2,3.3115,-0.0133,0.017,0.0855,-0.1115,23,0.0227,1.7989,0.2047,2.197,1.496,1,1.621,-0.0059,0.0058,0.033,-0.0425,8,0.0176,1.3075,0.0953,1.491,1.14,0,0.0,-0.003,0.001,-0.001,-0.006,0,0.0,1,1,1
