,d_mean,d_std,d_max,d_min,d_peaks_num,d_peaks_mean,d_peaks_idx_mean,g_mean,g_std,g_max,g_min,g_argmax,g_peaks_num,g_peaks_mean,g_clpeak_idx,g_peaks_idx_mean,ud_mean,ud_std,ud_max,ud_min,ud_delta,ud_peaks_num,ud_peaks_mean,ug_mean,ug_std,ug_max,ug_min,ug_peaks_num,ug_peaks_mean,md_mean,md_std,md_max,md_min,md_peaks_num,md_peaks_mean,mg_mean,mg_std,mg_max,mg_min,mg_peaks_num,mg_peaks_mean,bd_mean,bd_std,bd_max,bd_min,bd_peaks_num,bd_peaks_mean,bg_mean,bg_std,bg_max,bg_min,bg_peaks_num,bg_peaks_mean,top_labels,mid_labels,bot_labels
10,2.1189,1.0061,4.369,1.121,3,3.2713,80.6667,-0.0091,0.0259,0.1035,-0.3305,111,31,0.0373,195,91.7419,3.4366,0.5683,4.369,1.963,2.406,3,3.2713,-0.0202,0.0426,0.1035,-0.3305,29,0.0385,1.659,0.1492,1.953,1.422,0,0.0,-0.0045,0.0044,0.0165,-0.0266,7,0.0119,1.2611,0.0872,1.418,1.121,0,0.0,-0.0025,0.0008,0.0,-0.0045,0,0.0,3,1,1
11,2.1204,1.0054,4.366,1.123,1,3.181,101.0,-0.0087,0.0234,0.052,-0.2735,113,37,0.0296,195,70.2432,3.4404,0.5564,4.366,1.965,2.401,4,3.4395,-0.0191,0.0381,0.052,-0.2735,34,0.0311,1.6585,0.1537,1.954,1.426,1,1.512,-0.0045,0.0049,0.0035,-0.0364,7,0.0113,1.2624,0.0872,1.421,1.123,0,0.0,-0.0025,0.0011,0.0025,-0.007,1,0.007,3,1,1
12,2.153,1.029,4.38,1.129,3,3.539,67.3333,-0.0089,0.0258,0.048,-0.3545,115,23,0.0378,115,69.7826,3.5136,0.5347,4.38,1.989,2.391,5,3.42,-0.0196,0.0426,0.048,-0.3545,25,0.0367,1.6775,0.1488,1.983,1.436,0,0.0,-0.0046,0.0024,-0.0005,-0.0135,1,0.0005,1.2678,0.088,1.433,1.129,0,0.0,-0.0025,0.001,0.0,-0.0055,0,0.0,3,1,1
13,2.1899,1.0691,4.894,1.128,1,3.373,106.0,-0.0105,0.0334,0.079,-0.4185,117,26,0.0431,117,69.0,3.6083,0.5412,4.894,2.01,2.884,2,3.206,-0.0241,0.0554,0.079,-0.4185,28,0.0441,1.6892,0.1529,2.002,1.446,0,0.0,-0.0047,0.0021,-0.0005,-0.0155,0,0.0,1.2721,0.09,1.443,1.128,0,0.0,-0.0027,0.0009,-0.0005,-0.0055,0,0.0,3,1,1
14,2.208,1.0765,4.697,1.133,4,3.2882,90.75,-0.0096,0.0318,0.098,-0.395,120,35,0.0415,120,68.1429,3.648,0.4915,4.697,2.802,1.895,4,3.2882,-0.0177,0.0404,0.098,-0.358,34,0.0313,1.7009,0.1593,2.086,1.45,1,1.45,-0.0082,0.0357,0.009,-0.395,4,0.0068,1.275,0.0911,1.455,1.133,0,0.0,-0.0027,0.001,-0.001,-0.008,0,0.0,3,1,1
15,2.2218,1.0905,4.583,1.135,3,3.135,90.0,-0.009,0.0268,0.074,-0.344,121,42,0.0312,241,86.5714,3.672,0.5178,4.583,2.784,1.799,2,3.811,-0.0134,0.0224,0.074,-0.102,36,0.0256,1.7166,0.1983,2.762,1.463,3,1.6327,-0.0109,0.0398,0.0105,-0.344,8,0.0526,1.2766,0.0919,1.464,1.135,0,0.0,-0.0027,0.0015,0.0035,-0.011,0,0.0,3,1,1
16,2.207,1.0846,4.566,1.131,6,2.8037,114.1667,-0.0092,0.0293,0.073,-0.3605,120,32,0.0386,202,73.0938,3.6568,0.495,4.566,2.762,1.804,5,3.6,-0.0144,0.0252,0.073,-0.09,33,0.0274,1.6911,0.1905,2.654,1.461,3,1.7293,-0.0104,0.0432,0.0075,-0.3605,4,0.0208,1.2732,0.09,1.449,1.131,0,0.0,-0.0027,0.0012,0.0015,-0.011,0,0.0,3,1,1
17,2.2258,1.0904,4.764,1.132,2,2.507,134.5,-0.0103,0.0297,0.0825,-0.338,122,45,0.0315,215,98.8889,3.6777,0.4955,4.764,2.806,1.958,4,3.2968,-0.0171,0.0267,0.0825,-0.158,32,0.0271,1.7233,0.2266,2.782,1.452,5,1.6698,-0.0112,0.0428,0.015,-0.338,15,0.035,1.2765,0.0912,1.45,1.132,0,0.0,-0.0027,0.0013,0.0015,-0.0085,0,0.0,3,1,1
18,2.2426,1.1033,4.662,1.133,2,3.275,85.5,-0.0096,0.0294,0.153,-0.312,124,33,0.0416,124,72.6667,3.71,0.4911,4.662,2.89,1.772,4,3.4072,-0.0142,0.0328,0.153,-0.1635,32,0.0319,1.7413,0.2526,2.86,1.456,0,0.0,-0.0118,0.0381,0.002,-0.312,3,0.1152,1.2765,0.0926,1.451,1.133,0,0.0,-0.0027,0.0008,-0.001,-0.005,0,0.0,3,1,1
19,2.227,1.1019,4.694,1.127,2,3.161,110.0,-0.0098,0.0247,0.0815,-0.2285,124,39,0.0368,305,102.2051,3.6882,0.5279,4.694,2.645,2.049,3,3.2663,-0.0169,0.0311,0.0815,-0.181,31,0.0368,1.7212,0.2278,2.591,1.445,1,1.591,-0.0099,0.0276,0.011,-0.2285,11,0.0301,1.2717,0.0925,1.441,1.127,0,0.0,-0.0026,0.0015,0.003,-0.008,4,0.0044,3,1,1
20,2.172,1.0668,4.537,1.116,4,3.2965,85.25,-0.0094,0.0226,0.06,-0.249,119,38,0.0324,204,91.6842,3.5906,0.5263,4.537,2.391,2.146,6,3.3843,-0.0191,0.0324,0.06,-0.249,31,0.0292,1.6652,0.1679,2.047,1.426,1,1.738,-0.0066,0.0184,0.0105,-0.195,10,0.013,1.2601,0.0898,1.429,1.116,0,0.0,-0.0026,0.0015,0.0025,-0.0075,1,0.0055,3,1,1
21,2.0821,0.9927,4.281,1.108,2,3.218,72.5,-0.0087,0.0183,0.025,-0.1705,114,31,0.0282,191,75.9355,3.3769,0.5828,4.281,1.92,2.361,3,3.5723,-0.0193,0.0285,0.025,-0.1705,30,0.0298,1.6277,0.1431,1.905,1.406,0,0.0,-0.0042,0.0039,0.005,-0.0278,6,0.0075,1.2417,0.085,1.403,1.108,0,0.0,-0.0025,0.0009,-0.001,-0.006,0,0.0,3,1,1
22,2.0579,0.9558,4.158,1.115,2,3.116,93.0,-0.0084,0.0275,0.1205,-0.307,111,27,0.0407,189,75.5926,3.3077,0.5477,4.158,1.897,2.261,3,3.2263,-0.0186,0.0457,0.1205,-0.307,28,0.041,1.6213,0.1425,1.886,1.407,2,1.6755,-0.0041,0.0049,0.011,-0.0304,7,0.0103,1.2449,0.0829,1.403,1.115,0,0.0,-0.0024,0.0008,0.0,-0.0055,0,0.0,3,1,1
23,2.0,0.914,4.109,1.104,1,2.92,86.0,-0.0083,0.0196,0.0345,-0.205,107,31,0.0328,189,64.3226,3.1768,0.5807,4.109,1.854,2.255,2,3.1865,-0.0189,0.0311,0.0345,-0.205,30,0.0329,1.5932,0.1387,1.846,1.386,0,0.0,-0.0039,0.0038,0.001,-0.03,2,0.0165,1.2301,0.081,1.382,1.104,0,0.0,-0.0023,0.001,0.003,-0.004,0,0.0,3,1,1
24,1.9284,0.8617,3.868,1.088,2,2.9115,86.0,-0.0077,0.0205,0.0385,-0.2245,104,28,0.0295,221,85.0,3.0281,0.5772,3.868,1.796,2.072,3,2.9787,-0.0173,0.0318,0.0385,-0.2245,25,0.029,1.5446,0.139,1.789,1.359,1,1.6,-0.0036,0.0106,0.0235,-0.0818,7,0.0225,1.2125,0.0781,1.355,1.088,0,0.0,-0.0022,0.0008,-0.0005,-0.0045,0,0.0,3,1,1
25,1.9056,0.8375,3.679,1.086,1,2.852,83.0,-0.0072,0.0247,0.079,-0.2695,104,28,0.0356,171,53.8929,2.98,0.544,3.679,1.77,1.909,4,3.0113,-0.0159,0.0409,0.079,-0.2695,28,0.0341,1.5322,0.1304,1.766,1.347,0,0.0,-0.0035,0.0062,0.0025,-0.0514,1,0.0514,1.2045,0.0763,1.345,1.086,0,0.0,-0.0022,0.001,0.0005,-0.006,0,0.0,3,1,1
26,1.9849,0.8873,3.762,1.095,5,2.8054,105.0,-0.0074,0.0285,0.1405,-0.3135,119,32,0.0432,175,76.875,3.1796,0.3704,3.762,1.928,1.834,8,3.157,-0.0155,0.0477,0.1405,-0.3135,31,0.0331,1.5588,0.1363,1.854,1.366,2,1.428,-0.0044,0.0077,0.0105,-0.0491,4,0.0197,1.2161,0.0788,1.365,1.095,1,1.343,-0.0023,0.0013,0.002,-0.008,1,0.008,3,1,1
27,2.0134,0.9039,3.78,1.099,3,3.0627,103.3333,-0.0074,0.0324,0.1605,-0.326,123,34,0.0375,224,75.6176,3.234,0.3254,3.78,2.424,1.356,5,3.1174,-0.011,0.0394,0.1605,-0.253,34,0.0272,1.5822,0.1991,2.514,1.37,1,1.421,-0.009,0.0394,0.033,-0.326,5,0.0809,1.224,0.0809,1.38,1.099,0,0.0,-0.0023,0.0018,0.0055,-0.007,1,0.0055,3,1,1
28,2.0958,0.9365,4.025,1.114,2,2.9525,90.5,-0.0081,0.0269,0.082,-0.285,137,40,0.0321,221,92.0,3.3152,0.3508,4.025,2.808,1.217,4,2.9493,-0.0088,0.0185,0.082,-0.0535,34,0.0221,1.7242,0.3963,3.012,1.401,2,1.5565,-0.0132,0.0421,0.0475,-0.285,10,0.0644,1.248,0.0852,1.399,1.114,0,0.0,-0.0024,0.0013,0.0025,-0.007,0,0.0,1,3,1
29,2.138,0.9645,4.191,1.12,3,2.5283,134.3333,-0.0086,0.0339,0.0675,-0.404,132,37,0.0386,229,87.8378,3.3617,0.4164,4.191,2.798,1.393,2,3.075,-0.0106,0.017,0.0675,-0.07,32,0.0203,1.7966,0.4659,3.076,1.43,6,2.371,-0.0126,0.0556,0.046,-0.404,12,0.0662,1.2557,0.0868,1.421,1.12,0,0.0,-0.0026,0.0017,0.004,-0.011,0,0.0,1,3,1
30,2.1706,0.9813,4.215,1.123,5,2.8928,112.8,-0.0086,0.0333,0.1295,-0.308,138,40,0.039,242,95.475,3.4052,0.4258,4.215,2.771,1.444,2,2.943,-0.0119,0.0181,0.038,-0.0915,34,0.0212,1.8427,0.4961,3.036,1.412,6,2.189,-0.0115,0.0543,0.1295,-0.308,10,0.0922,1.264,0.088,1.417,1.123,2,1.375,-0.0024,0.0021,0.005,-0.011,4,0.0078,1,3,1
31,2.2745,1.0446,4.515,1.139,5,2.6798,137.2,-0.0093,0.0234,0.047,-0.239,151,37,0.0331,237,112.6216,3.5792,0.4872,4.515,2.81,1.705,1,2.964,-0.0139,0.0139,0.024,-0.068,24,0.021,1.9598,0.4966,2.853,1.453,5,2.5032,-0.0114,0.037,0.047,-0.239,16,0.0459,1.2845,0.0909,1.452,1.139,1,1.179,-0.0026,0.0014,0.002,-0.0065,0,0.0,1,3,1
32,2.3066,1.0617,4.579,1.139,6,2.7048,139.6667,-0.0095,0.0348,0.082,-0.398,157,39,0.0421,174,90.1282,3.6092,0.5047,4.579,2.872,1.707,3,3.138,-0.0139,0.0165,0.035,-0.075,30,0.0275,2.027,0.5449,2.938,1.457,6,2.5748,-0.0121,0.0573,0.082,-0.398,10,0.087,1.2835,0.0913,1.45,1.139,2,1.297,-0.0026,0.0021,0.003,-0.0095,2,0.005,1,3,1
33,2.2948,1.0571,4.788,1.135,6,2.7457,144.8333,-0.0103,0.0397,0.107,-0.4395,157,38,0.0442,256,105.9737,3.5888,0.5061,4.788,2.863,1.925,4,3.2435,-0.0166,0.0188,0.018,-0.135,24,0.0205,2.0191,0.5489,2.999,1.439,7,2.4311,-0.0118,0.0653,0.107,-0.4395,15,0.0803,1.2765,0.0886,1.437,1.135,0,0.0,-0.0025,0.0024,0.0085,-0.014,2,0.0112,1,3,1
34,2.3102,1.0475,4.482,1.128,6,2.8888,123.3333,-0.0093,0.0362,0.1095,-0.4151,164,41,0.0432,259,101.0488,3.5693,0.4994,4.482,2.86,1.622,4,3.0935,-0.0135,0.015,0.034,-0.0575,27,0.021,2.086,0.5718,3.095,1.446,5,2.5188,-0.0118,0.0602,0.1095,-0.4151,15,0.0825,1.2752,0.0907,1.443,1.128,2,1.3265,-0.0026,0.0025,0.003,-0.009,2,0.0048,1,3,1
35,2.3515,1.0723,4.528,1.137,7,2.9203,118.7143,-0.0094,0.041,0.1535,-0.392,172,53,0.0419,257,97.4717,3.6386,0.5302,4.528,2.852,1.676,5,3.4466,-0.0135,0.017,0.035,-0.068,34,0.0216,2.1342,0.5581,3.054,1.45,6,2.4598,-0.0121,0.0684,0.1535,-0.392,19,0.0809,1.2817,0.0912,1.445,1.137,0,0.0,-0.0026,0.0017,0.0025,-0.0095,3,0.0067,1,3,1
36,2.4036,1.1025,4.85,1.147,4,2.6828,142.75,-0.0104,0.0196,0.03,-0.1565,183,58,0.0241,322,128.1379,3.7268,0.5628,4.85,2.862,1.988,1,2.862,-0.0166,0.0155,0.0255,-0.101,25,0.0204,2.1988,0.527,2.938,1.461,3,2.277,-0.012,0.0284,0.03,-0.1565,26,0.0311,1.2853,0.0923,1.458,1.147,3,1.2917,-0.0026,0.0028,0.009,-0.013,9,0.0074,1,3,1
37,2.4772,1.1591,5.06,1.153,3,3.5403,99.6667,-0.0107,0.0152,0.045,-0.076,178,48,0.0236,342,114.4792,3.8729,0.6156,5.06,2.945,2.115,1,5.06,-0.0172,0.017,0.028,-0.061,26,0.0248,2.2609,0.5069,2.928,1.474,4,2.765,-0.0122,0.0171,0.045,-0.076,23,0.0196,1.2979,0.0946,1.471,1.153,0,0.0,-0.0026,0.0018,0.0045,-0.0095,3,0.0052,1,3,1
38,2.5896,1.2266,5.262,1.161,3,2.8193,144.3333,-0.0113,0.0161,0.0375,-0.0955,228,50,0.028,228,111.28,4.0728,0.6302,5.262,3.139,2.123,1,3.44,-0.0174,0.0159,0.0375,-0.0645,30,0.026,2.3838,0.4816,3.139,1.515,5,2.7388,-0.0136,0.0202,0.0275,-0.0955,20,0.0288,1.3121,0.1005,1.511,1.161,0,0.0,-0.0029,0.0012,0.0,-0.0065,0,0.0,1,3,1
39,2.5843,1.2127,5.413,1.156,0,0.0,0.0,-0.0118,0.0189,0.0355,-0.1355,192,44,0.0285,243,128.5455,4.0398,0.6597,5.413,3.084,2.329,1,3.404,-0.0194,0.0164,0.0155,-0.0775,23,0.0245,2.3998,0.4437,3.078,1.669,2,2.3325,-0.012,0.0213,0.0315,-0.1355,25,0.0263,1.3133,0.1074,1.661,1.156,3,1.325,-0.0041,0.0152,0.0355,-0.1215,3,0.0605,1,3,1
40,2.5513,1.1963,5.27,1.149,1,3.547,80.0,-0.0114,0.018,0.045,-0.1195,210,44,0.0282,239,100.9318,3.9939,0.6361,5.27,3.08,2.19,1,3.547,-0.018,0.0163,0.034,-0.069,27,0.0278,2.3638,0.4339,3.069,1.551,4,2.0815,-0.0131,0.024,0.045,-0.1195,19,0.0236,1.2962,0.0938,1.495,1.149,1,1.433,-0.0031,0.004,0.0045,-0.031,0,0.0,1,3,1
41,2.3885,1.0631,4.773,1.129,3,2.742,126.6667,-0.0101,0.0215,0.034,-0.1695,203,58,0.0283,238,114.0,3.6661,0.5287,4.773,2.868,1.905,1,3.424,-0.016,0.0164,0.0225,-0.07,30,0.0249,2.2284,0.444,2.848,1.398,6,2.1378,-0.0122,0.0318,0.034,-0.1695,31,0.0298,1.2711,0.0868,1.412,1.129,1,1.412,-0.0022,0.0023,0.0095,-0.009,2,0.0075,1,3,1
42,2.3404,1.036,4.718,1.123,2,2.2065,168.0,-0.01,0.0222,0.052,-0.1965,182,48,0.0315,323,100.8958,3.5824,0.5316,4.718,2.713,2.005,3,3.3583,-0.0166,0.0201,0.0385,-0.066,31,0.0276,2.178,0.4424,2.823,1.386,5,2.1406,-0.0112,0.031,0.052,-0.1965,19,0.0357,1.2608,0.0847,1.397,1.123,2,1.397,-0.0022,0.0018,0.0055,-0.0105,2,0.0073,1,3,1
43,2.2402,0.9393,4.192,1.119,4,2.3223,153.5,-0.0085,0.0185,0.0475,-0.12,233,50,0.0256,326,110.06,3.3609,0.4475,4.192,2.616,1.576,1,2.616,-0.0121,0.0175,0.0415,-0.1025,32,0.0206,2.1148,0.4218,2.746,1.349,4,2.2043,-0.0116,0.0254,0.0475,-0.12,18,0.0345,1.2448,0.0787,1.368,1.119,3,1.2297,-0.0019,0.0024,0.0105,-0.01,3,0.0097,1,3,1
44,2.2301,0.9179,4.113,1.118,4,2.1463,162.25,-0.0083,0.0206,0.0795,-0.163,180,42,0.0262,239,101.6905,3.3252,0.4223,4.113,2.674,1.439,3,3.0627,-0.0118,0.0143,0.0365,-0.0585,26,0.0216,2.125,0.3912,2.702,1.507,5,1.9126,-0.0101,0.0308,0.0795,-0.163,17,0.0268,1.2402,0.0749,1.384,1.118,2,1.34,-0.003,0.0086,0.0025,-0.094,0,0.0,1,3,1
45,2.3062,0.9259,4.139,1.122,4,2.5935,139.75,-0.0083,0.0166,0.0835,-0.1095,114,46,0.0274,220,125.1739,3.401,0.425,4.139,2.593,1.546,0,0.0,-0.0122,0.0173,0.026,-0.1095,24,0.0243,2.237,0.3413,2.689,1.618,4,2.5435,-0.0087,0.0201,0.0835,-0.0925,26,0.0282,1.2807,0.1414,1.613,1.122,1,1.151,-0.0041,0.0096,0.007,-0.076,2,0.005,1,3,1
46,2.3408,0.9472,4.319,1.124,4,2.2243,178.75,-0.0089,0.0123,0.0255,-0.0685,117,49,0.0224,269,119.2653,3.4627,0.4498,4.319,2.64,1.679,1,3.345,-0.0139,0.013,0.0195,-0.0685,28,0.021,2.2652,0.3281,2.664,1.621,4,2.4685,-0.0086,0.0133,0.0255,-0.048,23,0.021,1.2944,0.1488,1.618,1.124,2,1.263,-0.0041,0.0077,0.004,-0.0595,2,0.0392,1,3,3
47,2.3056,0.9083,4.213,1.121,4,2.1967,189.75,-0.0086,0.0133,0.0565,-0.081,200,53,0.0223,348,114.4906,3.3738,0.4218,4.213,2.737,1.476,1,2.951,-0.0124,0.0103,0.025,-0.0445,31,0.0177,2.2452,0.3345,2.722,1.612,4,2.3745,-0.0093,0.0181,0.0565,-0.081,24,0.0248,1.2979,0.1584,1.609,1.121,2,1.351,-0.0041,0.0076,0.0075,-0.062,5,0.0221,1,3,3
48,2.2893,0.8957,4.179,1.119,5,2.7562,123.2,-0.0085,0.0164,0.067,-0.1735,199,53,0.024,267,114.4906,3.339,0.4105,4.179,2.699,1.48,2,3.0395,-0.0125,0.0126,0.02,-0.063,32,0.0205,2.2407,0.3332,2.695,1.606,6,2.4878,-0.0091,0.0243,0.067,-0.1735,25,0.0261,1.2883,0.1453,1.604,1.119,0,0.0,-0.0041,0.0045,0.003,-0.0225,3,0.0125,1,3,3
49,2.2831,0.8772,4.051,1.118,6,2.3748,175.6667,-0.0082,0.0176,0.0785,-0.132,226,59,0.0217,350,128.1525,3.3037,0.4041,4.051,2.678,1.373,0,0.0,-0.0115,0.0145,0.0295,-0.0825,33,0.0188,2.2528,0.3148,2.667,1.601,9,2.3018,-0.0089,0.0256,0.0785,-0.132,29,0.0265,1.2929,0.1522,1.598,1.118,0,0.0,-0.004,0.0053,0.002,-0.0305,5,0.007,1,3,3
50,2.2962,0.8867,4.049,1.124,2,2.3035,194.5,-0.0079,0.0155,0.045,-0.135,201,54,0.0208,273,116.6852,3.333,0.4041,4.049,2.684,1.365,3,3.4387,-0.0106,0.0141,0.045,-0.0625,31,0.0197,2.2573,0.3139,2.681,1.615,5,2.3392,-0.0089,0.0207,0.027,-0.135,25,0.0197,1.2984,0.158,1.612,1.124,1,1.535,-0.0041,0.0084,0.003,-0.067,4,0.0255,1,3,3
51,2.3809,0.9345,4.399,1.132,2,2.59,140.0,-0.0091,0.0122,0.0365,-0.0635,212,51,0.0219,286,117.2157,3.4767,0.4625,4.399,2.769,1.63,1,3.706,-0.0135,0.0129,0.017,-0.052,27,0.0225,2.3288,0.287,2.777,1.731,4,2.547,-0.009,0.014,0.0365,-0.0635,22,0.02,1.3373,0.1754,1.661,1.132,0,0.0,-0.0047,0.0066,0.002,-0.044,4,0.0192,1,3,3
52,2.4141,0.9623,4.471,1.134,3,2.1877,188.6667,-0.0093,0.0125,0.0285,-0.0715,278,50,0.0204,287,145.54,3.5462,0.4766,4.471,2.789,1.682,2,3.132,-0.0138,0.0109,0.0285,-0.041,22,0.0185,2.3561,0.2833,2.846,1.779,4,2.5078,-0.0087,0.0129,0.0175,-0.067,24,0.0172,1.3401,0.1792,1.777,1.134,1,1.355,-0.0054,0.0122,0.021,-0.0715,6,0.0358,1,3,3
53,2.4633,0.9812,4.487,1.147,4,2.5177,165.0,-0.0092,0.0145,0.0585,-0.07,285,45,0.0228,288,122.3556,3.6218,0.4799,4.487,2.856,1.631,2,3.1845,-0.0132,0.0148,0.0275,-0.05,26,0.0218,2.3973,0.2781,2.916,1.859,5,2.5048,-0.0085,0.0168,0.0585,-0.0665,18,0.023,1.3709,0.2017,1.855,1.147,0,0.0,-0.0059,0.0101,0.0005,-0.07,4,0.0301,1,3,3
54,2.4866,1.0078,4.722,1.142,1,1.316,289.0,-0.0099,0.0148,0.032,-0.083,2,56,0.0198,297,125.1429,3.6756,0.5145,4.722,2.918,1.804,2,3.048,-0.0151,0.017,0.032,-0.083,36,0.0228,2.4115,0.2852,2.943,1.86,0,0.0,-0.0088,0.0146,0.0185,-0.07,24,0.0153,1.3726,0.2011,1.854,1.142,1,1.316,-0.006,0.0105,0.0085,-0.066,5,0.0214,1,3,3
55,2.4819,1.0014,4.667,1.139,4,2.534,176.0,-0.0098,0.0151,0.0685,-0.091,222,54,0.0234,287,118.2222,3.6606,0.5131,4.667,2.889,1.778,3,3.1347,-0.015,0.0137,0.0205,-0.0535,30,0.0205,2.4119,0.2843,2.945,1.851,4,2.3478,-0.0083,0.0194,0.0685,-0.091,26,0.0241,1.3731,0.2017,1.845,1.139,0,0.0,-0.0059,0.0085,0.0035,-0.0465,3,0.028,1,3,3
56,2.4479,0.9815,4.612,1.136,3,2.6853,142.6667,-0.0097,0.0139,0.034,-0.0985,246,49,0.0211,284,130.1429,3.6001,0.5059,4.612,2.89,1.722,1,3.168,-0.0144,0.0126,0.021,-0.0555,26,0.0222,2.3824,0.2837,2.899,1.851,2,2.444,-0.0086,0.0136,0.034,-0.0695,25,0.0175,1.3613,0.203,1.876,1.136,0,0.0,-0.0061,0.0141,0.013,-0.0985,3,0.0325,1,3,3
