,d_mean,d_std,d_max,d_min,d_peaks_num,d_peaks_mean,d_peaks_idx_mean,g_mean,g_std,g_max,g_min,g_argmax,g_peaks_num,g_peaks_mean,g_clpeak_idx,g_peaks_idx_mean,ud_mean,ud_std,ud_max,ud_min,ud_delta,ud_peaks_num,ud_peaks_mean,ug_mean,ug_std,ug_max,ug_min,ug_peaks_num,ug_peaks_mean,md_mean,md_std,md_max,md_min,md_peaks_num,md_peaks_mean,mg_mean,mg_std,mg_max,mg_min,mg_peaks_num,mg_peaks_mean,bd_mean,bd_std,bd_max,bd_min,bd_peaks_num,bd_peaks_mean,bg_mean,bg_std,bg_max,bg_min,bg_peaks_num,bg_peaks_mean,top_labels,mid_labels,bot_labels
10,2.5014,1.3097,5.365,1.176,0,0.0,0.0,-0.0117,0.0154,0.0285,-0.11,138,36,0.0285,233,89.4167,4.1781,0.6759,5.365,3.18,2.185,0,0.0,-0.0183,0.0109,0.005,-0.061,26,0.0222,2.0,0.4882,3.163,1.4295,1,1.596,-0.0145,0.0211,0.0285,-0.11,13,0.0381,1.3262,0.0858,1.4282,1.176,0,0.0,-0.0021,0.0019,0.002,-0.0075,0,0.0,1,3,1
11,2.4165,1.2368,5.317,1.173,0,0.0,0.0,-0.0116,0.0158,0.0155,-0.124,153,29,0.0291,220,91.3448,3.9949,0.6465,5.317,3.049,2.268,0,0.0,-0.0192,0.0123,0.005,-0.059,27,0.022,1.94,0.4816,3.046,1.414,0,0.0,-0.0136,0.0209,0.0155,-0.124,7,0.0541,1.3147,0.0838,1.424,1.173,0,0.0,-0.002,0.0019,0.005,-0.0065,3,0.005,1,3,1
12,2.3096,1.1446,4.855,1.155,0,0.0,0.0,-0.0103,0.015,0.018,-0.0955,131,29,0.0272,289,110.0345,3.7758,0.5679,4.855,2.964,1.891,0,0.0,-0.0158,0.0098,0.018,-0.0365,22,0.0189,1.8632,0.4624,2.95,1.372,0,0.0,-0.0132,0.0213,0.0085,-0.0955,10,0.0447,1.2899,0.0755,1.4,1.155,1,1.4,-0.0018,0.0031,0.014,-0.011,3,0.009,1,3,1
13,2.2795,1.0984,4.685,1.153,1,2.952,111.0,-0.0098,0.0137,0.0205,-0.091,159,30,0.0255,261,116.5667,3.6834,0.5286,4.685,2.933,1.752,1,2.952,-0.0146,0.0105,0.0205,-0.0475,17,0.02,1.8656,0.4592,2.922,1.406,0,0.0,-0.0127,0.019,0.0,-0.091,14,0.0341,1.2895,0.0838,1.415,1.153,0,0.0,-0.0021,0.0018,0.0045,-0.01,1,0.01,1,3,1
14,2.2745,1.0576,4.399,1.145,0,0.0,0.0,-0.0089,0.0131,0.027,-0.107,172,32,0.0176,278,90.1875,3.6111,0.4671,4.399,2.919,1.48,1,4.399,-0.012,0.0093,0.027,-0.0495,27,0.0146,1.9347,0.484,2.902,1.4,0,0.0,-0.0126,0.0188,0.0045,-0.107,12,0.0333,1.2776,0.0841,1.4,1.145,1,1.366,-0.0021,0.0027,0.0035,-0.011,3,0.005,1,3,1
15,2.3723,1.0993,5.022,1.191,0,0.0,0.0,-0.0107,0.0146,0.0115,-0.107,8,40,0.0224,268,109.7,3.7207,0.5529,5.022,2.943,2.079,0,0.0,-0.0174,0.0155,0.0115,-0.107,21,0.0224,2.0927,0.5232,2.95,1.467,0,0.0,-0.0124,0.0165,0.008,-0.083,17,0.0253,1.3036,0.0885,1.464,1.191,1,1.464,-0.0022,0.0028,0.0045,-0.009,3,0.0057,1,3,1
16,2.4453,1.1065,4.74,1.169,1,2.762,144.0,-0.0099,0.0116,0.017,-0.074,170,37,0.0207,211,104.1081,3.7863,0.5319,4.74,3.013,1.727,0,0.0,-0.0145,0.0103,0.017,-0.055,23,0.0193,2.2312,0.517,2.977,1.501,1,2.762,-0.0124,0.0147,0.0135,-0.074,16,0.0211,1.3184,0.0952,1.499,1.169,0,0.0,-0.0028,0.0018,0.0015,-0.008,1,0.0075,1,3,1
17,2.4234,1.0911,4.778,1.163,1,2.942,126.0,-0.01,0.012,0.0315,-0.0645,211,39,0.0218,216,106.8462,3.7426,0.5396,4.778,2.941,1.837,1,3.075,-0.0151,0.0125,0.02,-0.049,26,0.0189,2.2173,0.5003,2.942,1.487,1,2.942,-0.0121,0.0139,0.0315,-0.0645,18,0.0237,1.3104,0.092,1.484,1.163,0,0.0,-0.0027,0.0015,0.001,-0.0065,0,0.0,1,3,1
18,2.357,1.0093,4.468,1.156,3,2.8077,130.0,-0.0092,0.0109,0.0225,-0.064,179,34,0.0199,290,104.0294,3.5665,0.4719,4.468,2.904,1.564,2,2.96,-0.0131,0.0101,0.0195,-0.033,27,0.0162,2.2097,0.461,2.892,1.461,1,2.503,-0.012,0.0135,0.0225,-0.064,13,0.0232,1.2947,0.0886,1.456,1.156,1,1.302,-0.0025,0.0015,0.005,-0.0105,2,0.0078,1,3,1
19,2.3571,0.99,4.446,1.138,1,2.885,117.0,-0.0092,0.0104,0.015,-0.0715,187,32,0.0186,236,101.25,3.5343,0.4612,4.446,2.885,1.561,2,2.894,-0.013,0.009,0.015,-0.0375,22,0.0162,2.2537,0.4121,2.87,1.497,1,2.517,-0.0116,0.0133,0.01,-0.0715,17,0.019,1.2834,0.0914,1.492,1.138,0,0.0,-0.003,0.0026,0.0035,-0.019,1,0.0035,1,3,1
20,2.4042,0.9942,4.509,1.123,2,2.2145,187.5,-0.0094,0.0105,0.0235,-0.0765,227,45,0.0174,267,126.7333,3.5747,0.4893,4.509,2.886,1.623,2,2.9095,-0.0136,0.01,0.0145,-0.0465,24,0.016,2.3265,0.3659,2.869,1.644,2,2.2145,-0.0102,0.0126,0.0235,-0.0765,22,0.0155,1.3115,0.1468,1.639,1.123,2,1.1625,-0.0044,0.0054,0.0025,-0.033,6,0.0158,1,3,3
21,2.4677,0.9992,4.631,1.145,2,2.5865,164.5,-0.0098,0.01,0.0205,-0.07,213,43,0.0163,232,139.814,3.6413,0.4882,4.631,2.916,1.715,0,0.0,-0.0144,0.0088,0.0085,-0.052,18,0.0169,2.4077,0.3249,2.921,1.739,2,2.5865,-0.0099,0.0116,0.0205,-0.07,31,0.0146,1.354,0.1733,1.73,1.145,0,0.0,-0.0049,0.0065,0.0015,-0.0395,0,0.0,1,3,3
22,2.5797,1.0362,4.952,1.156,1,2.57,165.0,-0.0104,0.0123,0.034,-0.081,232,49,0.0208,263,127.0408,3.8026,0.5322,4.952,2.986,1.966,0,0.0,-0.016,0.0143,0.034,-0.0795,29,0.0232,2.4992,0.2827,2.976,1.895,1,2.57,-0.0091,0.0119,0.01,-0.081,25,0.0167,1.4372,0.2252,1.89,1.156,0,0.0,-0.0061,0.0073,0.0,-0.047,4,0.0249,1,3,3
23,2.6166,1.0366,4.984,1.17,1,4.984,2.0,-0.0103,0.0116,0.0395,-0.0695,8,39,0.017,266,129.5385,3.8379,0.5537,4.984,3.013,1.971,1,4.984,-0.0157,0.0134,0.0395,-0.0695,27,0.0171,2.5298,0.2695,3.001,1.932,1,2.289,-0.009,0.0109,0.015,-0.066,19,0.0147,1.482,0.2403,1.917,1.17,0,0.0,-0.0063,0.0078,0.0,-0.0455,3,0.0197,1,3,3
24,2.5288,0.9283,4.525,1.161,0,0.0,0.0,-0.0094,0.0095,0.013,-0.048,240,40,0.0175,332,149.3,3.6231,0.4751,4.525,2.915,1.61,0,0.0,-0.0136,0.0083,0.009,-0.045,15,0.0153,2.4592,0.234,2.893,2.041,0,0.0,-0.0074,0.0095,0.013,-0.0435,27,0.0119,1.5041,0.2284,1.992,1.161,1,1.842,-0.0071,0.0093,0.0045,-0.048,4,0.0285,1,1,3
25,2.4943,0.8586,4.361,1.153,1,2.11,229.0,-0.009,0.0083,0.014,-0.052,287,49,0.0124,290,138.6735,3.5045,0.4475,4.361,2.856,1.505,0,0.0,-0.0127,0.0077,0.005,-0.034,26,0.0157,2.4233,0.2239,2.841,2.085,1,2.11,-0.0063,0.0067,0.014,-0.0235,21,0.0092,1.555,0.2306,2.089,1.153,0,0.0,-0.0079,0.0091,0.0055,-0.052,7,0.0199,1,1,3
26,2.4945,0.8349,4.371,1.305,0,0.0,0.0,-0.0086,0.009,0.0255,-0.0455,56,40,0.0158,264,142.4,3.4789,0.4432,4.371,2.8,1.571,0,0.0,-0.0133,0.0098,0.0255,-0.0455,22,0.0155,2.4126,0.2136,2.789,2.079,2,2.51,-0.006,0.008,0.02,-0.028,21,0.0118,1.5921,0.2425,2.076,1.305,0,0.0,-0.0064,0.0072,0.0,-0.0345,8,0.0194,1,1,3
27,2.5833,0.8662,4.399,1.296,3,2.9543,145.6667,-0.0083,0.01,0.059,-0.0415,0,42,0.0145,331,160.0476,3.615,0.4655,4.399,2.898,1.501,1,4.399,-0.0115,0.012,0.059,-0.037,21,0.0158,2.4635,0.2294,2.898,2.092,2,2.4755,-0.0066,0.0076,0.015,-0.027,20,0.0102,1.6713,0.2662,2.141,1.296,1,1.333,-0.0068,0.0092,0.0245,-0.0415,13,0.0161,1,1,3
28,2.6098,0.8369,4.45,1.346,0,0.0,0.0,-0.0074,0.0153,0.1315,-0.0635,355,50,0.0199,357,171.58,3.6153,0.4793,4.45,2.892,1.558,1,4.45,-0.0117,0.0147,0.059,-0.0635,20,0.0219,2.464,0.225,2.885,2.089,3,2.4713,-0.0065,0.0084,0.0165,-0.0305,24,0.0127,1.75,0.2218,2.12,1.346,2,1.627,-0.0038,0.0196,0.1315,-0.0565,15,0.023,1,1,3
29,2.6159,0.8333,4.508,1.486,1,2.022,254.0,-0.0084,0.0091,0.021,-0.0435,41,48,0.0127,303,148.4375,3.6234,0.4804,4.508,2.911,1.597,1,2.995,-0.0134,0.0102,0.0115,-0.0435,21,0.0139,2.4561,0.2224,2.902,2.112,0,0.0,-0.0066,0.0077,0.021,-0.027,24,0.0111,1.7682,0.2096,2.108,1.486,1,2.022,-0.0052,0.007,0.0095,-0.0385,13,0.0107,1,1,3
30,2.6121,0.8223,4.469,1.486,0,0.0,0.0,-0.0083,0.0088,0.012,-0.053,308,49,0.0132,313,181.4082,3.6071,0.4759,4.469,2.919,1.55,1,3.6,-0.013,0.0096,0.0065,-0.048,18,0.0179,2.4503,0.2182,2.896,2.107,0,0.0,-0.0066,0.0067,0.0095,-0.0215,21,0.0089,1.7789,0.2105,2.106,1.486,1,1.889,-0.0052,0.0079,0.012,-0.053,19,0.0123,1,1,3
31,2.6251,0.8088,4.395,1.478,5,3.0352,140.8,-0.0081,0.0096,0.0175,-0.0535,84,46,0.0158,327,160.1304,3.6076,0.4643,4.395,2.918,1.477,2,4.3405,-0.0123,0.0109,0.008,-0.0535,19,0.0198,2.4588,0.2186,2.906,2.106,2,2.299,-0.0066,0.0087,0.0175,-0.0365,19,0.0141,1.8088,0.1996,2.116,1.478,3,1.8963,-0.0054,0.0076,0.009,-0.041,15,0.0099,1,1,3
32,2.6635,0.8374,4.509,1.475,0,0.0,0.0,-0.0084,0.0095,0.0175,-0.0535,47,56,0.0132,344,165.3036,3.6826,0.4908,4.509,2.942,1.567,0,0.0,-0.013,0.0113,0.017,-0.0535,24,0.0161,2.482,0.2294,2.952,2.115,2,2.411,-0.007,0.0076,0.0175,-0.0295,22,0.0112,1.8259,0.1932,2.119,1.475,0,0.0,-0.0053,0.0072,0.0095,-0.045,20,0.01,1,1,3
33,2.7132,0.8814,4.988,1.535,3,2.3717,210.0,-0.0093,0.0112,0.0275,-0.0535,5,66,0.0155,352,155.0152,3.7894,0.5636,4.988,2.967,2.021,1,3.016,-0.0169,0.0116,0.013,-0.0535,29,0.02,2.489,0.2351,2.96,2.129,2,2.5805,-0.0069,0.0073,0.009,-0.0265,34,0.0101,1.8612,0.1527,2.134,1.535,2,1.7245,-0.004,0.0099,0.0275,-0.0505,12,0.0153,1,1,1
34,2.7274,0.9242,5.002,1.599,2,2.035,250.0,-0.0095,0.0097,0.015,-0.0525,26,55,0.0139,340,165.8909,3.8584,0.5869,5.002,3.006,1.996,0,0.0,-0.0167,0.0104,0.01,-0.0525,23,0.0207,2.4905,0.2508,2.983,2.104,1,2.646,-0.0075,0.0066,0.012,-0.0285,25,0.0097,1.8333,0.1431,2.093,1.599,2,2.035,-0.0042,0.0067,0.015,-0.031,16,0.0094,1,1,1
35,2.6648,0.9305,4.921,1.543,0,0.0,0.0,-0.0094,0.0103,0.019,-0.0605,21,51,0.016,357,147.8235,3.7978,0.6143,4.921,2.913,2.008,0,0.0,-0.0168,0.0116,0.008,-0.0605,25,0.0227,2.4235,0.2519,2.91,2.021,1,2.072,-0.0074,0.0086,0.019,-0.0335,23,0.0119,1.7732,0.1417,2.021,1.543,2,1.633,-0.004,0.0047,0.011,-0.0175,17,0.0064,1,1,1
36,2.652,0.9272,4.944,1.525,0,0.0,0.0,-0.0095,0.0091,0.014,-0.0495,17,59,0.0134,317,158.661,3.782,0.6036,4.944,2.934,2.01,0,0.0,-0.0167,0.0095,0.0035,-0.0495,29,0.0186,2.4159,0.2518,2.937,2.012,0,0.0,-0.0077,0.0075,0.014,-0.0245,30,0.0101,1.7582,0.1406,2.021,1.525,2,1.8335,-0.0041,0.0041,0.0055,-0.0145,13,0.0073,1,1,1
37,2.5492,0.8572,4.657,1.505,0,0.0,0.0,-0.0087,0.0083,0.013,-0.0415,9,35,0.0126,312,144.2286,3.5966,0.5453,4.657,2.813,1.844,1,2.916,-0.0154,0.0094,0.013,-0.0415,18,0.0175,2.3326,0.2347,2.794,1.969,0,0.0,-0.0069,0.0054,0.008,-0.0215,17,0.0119,1.7183,0.1323,1.972,1.505,0,0.0,-0.0039,0.0043,0.004,-0.0175,11,0.0058,1,1,1
38,2.5086,0.82,4.501,1.505,0,0.0,0.0,-0.0083,0.0085,0.019,-0.0555,34,46,0.0128,295,141.4565,3.5088,0.5207,4.501,2.751,1.75,0,0.0,-0.0147,0.0099,0.0015,-0.0555,29,0.016,2.3059,0.2284,2.735,1.94,2,2.283,-0.0066,0.006,0.019,-0.023,21,0.0091,1.711,0.1283,1.956,1.505,1,1.94,-0.0037,0.0042,0.0075,-0.014,16,0.0076,1,1,1
39,2.4852,0.8072,4.378,1.499,0,0.0,0.0,-0.008,0.0082,0.016,-0.0355,14,46,0.0142,237,126.3478,3.4715,0.5076,4.378,2.721,1.657,0,0.0,-0.0138,0.0096,0.0155,-0.0355,29,0.0179,2.2856,0.2225,2.719,1.925,1,1.995,-0.0064,0.0064,0.016,-0.0205,22,0.0114,1.6985,0.127,1.948,1.499,0,0.0,-0.0038,0.0035,0.005,-0.011,6,0.003,1,1,1
40,2.4728,0.8052,4.456,1.49,0,0.0,0.0,-0.0083,0.0088,0.017,-0.047,30,47,0.0127,350,139.9149,3.457,0.5059,4.456,2.698,1.758,0,0.0,-0.0147,0.01,0.011,-0.047,24,0.0162,2.2729,0.2215,2.687,1.93,0,0.0,-0.0063,0.007,0.017,-0.0225,24,0.0113,1.6887,0.1285,1.945,1.49,2,1.647,-0.0037,0.0043,0.0075,-0.0245,13,0.0081,1,1,1
41,2.433,0.8049,4.452,1.454,1,1.554,322.0,-0.0083,0.0102,0.0295,-0.0515,53,46,0.0164,343,140.7609,3.4172,0.5054,4.452,2.681,1.771,1,3.498,-0.0148,0.012,0.0295,-0.0515,23,0.0201,2.2318,0.2257,2.675,1.894,1,1.947,-0.0066,0.0086,0.0205,-0.049,23,0.0132,1.6501,0.1226,1.884,1.454,3,1.6687,-0.0037,0.0051,0.0185,-0.0205,13,0.0077,1,1,1
42,2.4172,0.818,4.519,1.428,1,1.917,232.0,-0.0086,0.009,0.014,-0.051,70,57,0.0127,342,149.4737,3.4162,0.5215,4.519,2.654,1.865,0,0.0,-0.0157,0.0103,0.014,-0.051,34,0.0175,2.21,0.2287,2.643,1.873,1,1.917,-0.0065,0.0064,0.0105,-0.0215,22,0.0088,1.6255,0.1242,1.853,1.428,1,1.517,-0.0037,0.0042,0.006,-0.019,20,0.0055,1,1,1
43,2.4014,0.8474,4.507,1.405,0,0.0,0.0,-0.0086,0.0093,0.0135,-0.0635,25,45,0.014,324,136.3778,3.435,0.5548,4.507,2.645,1.862,0,0.0,-0.0155,0.011,0.0075,-0.0635,23,0.0201,2.1799,0.2333,2.64,1.829,0,0.0,-0.0068,0.0063,0.0135,-0.0255,23,0.009,1.5892,0.1229,1.82,1.405,0,0.0,-0.0034,0.0043,0.01,-0.023,8,0.0083,1,1,1
44,2.3472,0.83,4.474,1.364,0,0.0,0.0,-0.0086,0.0084,0.0055,-0.054,28,36,0.0135,344,149.1389,3.3605,0.5484,4.474,2.573,1.901,0,0.0,-0.0159,0.0093,0.0005,-0.054,18,0.021,2.1257,0.2209,2.557,1.788,0,0.0,-0.0065,0.0054,0.0055,-0.021,18,0.0065,1.5555,0.1219,1.793,1.364,0,0.0,-0.0036,0.0037,0.0045,-0.0165,13,0.0045,1,1,1
45,2.328,0.8238,4.352,1.355,0,0.0,0.0,-0.0083,0.0079,0.013,-0.0385,57,32,0.0154,276,97.3438,3.3385,0.5333,4.352,2.551,1.801,0,0.0,-0.015,0.0086,0.005,-0.0385,23,0.0166,2.1048,0.219,2.547,1.765,0,0.0,-0.0066,0.0057,0.013,-0.036,15,0.01,1.5408,0.1157,1.76,1.355,0,0.0,-0.0033,0.003,0.007,-0.011,6,0.0055,1,1,1
46,2.2788,0.7862,4.18,1.346,1,1.443,317.0,-0.0079,0.0078,0.011,-0.0375,53,52,0.011,343,139.3269,3.243,0.5018,4.18,2.5,1.68,0,0.0,-0.014,0.0091,0.011,-0.0375,27,0.0152,2.0691,0.2135,2.497,1.756,0,0.0,-0.0062,0.0052,0.0055,-0.0225,24,0.0079,1.5243,0.1174,1.757,1.346,1,1.443,-0.0035,0.0038,0.0065,-0.014,9,0.0055,1,1,1
47,2.2758,0.781,4.155,1.332,1,3.009,70.0,-0.0078,0.0075,0.0125,-0.0325,74,52,0.0109,353,135.0962,3.2332,0.4932,4.155,2.485,1.67,1,3.009,-0.014,0.0081,0.008,-0.0325,27,0.0132,2.0713,0.2173,2.476,1.743,0,0.0,-0.0062,0.0053,0.0125,-0.0195,22,0.0084,1.5229,0.1174,1.738,1.332,4,1.6025,-0.0034,0.0036,0.007,-0.012,13,0.0077,1,1,1
48,2.197,0.7563,4.146,1.296,0,0.0,0.0,-0.0079,0.0085,0.0155,-0.043,11,38,0.0138,357,125.4737,3.1227,0.4872,4.146,2.408,1.738,0,0.0,-0.0146,0.01,0.0155,-0.043,23,0.0163,1.9974,0.2054,2.395,1.687,0,0.0,-0.006,0.0057,0.0105,-0.019,19,0.0088,1.471,0.1117,1.67,1.296,1,1.631,-0.0032,0.0036,0.0075,-0.014,6,0.0085,1,1,1
49,2.1326,0.715,3.954,1.272,0,0.0,0.0,-0.0075,0.0074,0.0085,-0.0375,2,35,0.0098,255,109.6571,3.0084,0.4529,3.954,2.335,1.619,0,0.0,-0.0136,0.0083,0.008,-0.0375,26,0.012,1.9467,0.1977,2.329,1.65,0,0.0,-0.0057,0.0055,0.0085,-0.025,16,0.0081,1.4426,0.1083,1.653,1.272,0,0.0,-0.0032,0.0027,0.0035,-0.011,3,0.0047,1,1,1
50,2.1828,0.7956,4.256,1.256,0,0.0,0.0,-0.0084,0.009,0.015,-0.044,32,50,0.0126,343,126.04,3.1535,0.5264,4.256,2.413,1.843,0,0.0,-0.0155,0.0111,0.015,-0.044,28,0.017,1.9698,0.2175,2.407,1.646,1,1.715,-0.0064,0.005,0.01,-0.0215,23,0.0078,1.425,0.1126,1.648,1.256,1,1.344,-0.0033,0.0034,0.0055,-0.0135,8,0.0069,1,1,1
51,2.2764,0.959,4.686,1.226,1,4.678,4.0,-0.0096,0.0104,0.0165,-0.0735,17,34,0.0183,266,101.5,3.4385,0.6976,4.686,2.467,2.219,1,4.678,-0.0186,0.0128,0.0165,-0.0735,24,0.0226,1.9913,0.2424,2.459,1.615,0,0.0,-0.0071,0.0048,0.003,-0.0205,15,0.0077,1.3995,0.1148,1.616,1.226,0,0.0,-0.0032,0.0031,0.005,-0.016,3,0.0073,1,1,1
52,2.2202,0.8974,4.612,1.216,0,0.0,0.0,-0.0094,0.0096,0.008,-0.053,26,37,0.0169,312,103.7838,3.3085,0.6398,4.612,2.413,2.199,1,2.49,-0.0184,0.0103,0.0055,-0.053,25,0.0213,1.9616,0.2313,2.412,1.605,0,0.0,-0.0067,0.0059,0.008,-0.026,16,0.0082,1.3904,0.1139,1.612,1.216,3,1.3627,-0.0033,0.0031,0.0045,-0.01,6,0.0021,1,1,1
53,2.162,0.8448,4.396,1.201,0,0.0,0.0,-0.0089,0.0087,0.0095,-0.043,2,31,0.0127,272,126.4839,3.188,0.591,4.396,2.371,2.025,0,0.0,-0.017,0.0094,0.0015,-0.043,22,0.0173,1.924,0.2225,2.355,1.579,0,0.0,-0.0066,0.0055,0.0095,-0.0225,20,0.0077,1.374,0.109,1.576,1.201,1,1.337,-0.0032,0.0027,0.0045,-0.01,3,0.0067,1,1,1
54,1.9733,0.6793,3.663,1.168,0,0.0,0.0,-0.0069,0.0071,0.0095,-0.0405,51,39,0.0138,294,92.0256,2.8027,0.4415,3.663,2.156,1.507,0,0.0,-0.0125,0.0088,0.0095,-0.0405,29,0.0172,1.797,0.1853,2.154,1.519,0,0.0,-0.0054,0.004,0.0085,-0.017,12,0.0057,1.3202,0.098,1.504,1.168,1,1.319,-0.0029,0.0025,0.0025,-0.0115,6,0.0032,1,1,1
55,1.9409,0.6504,3.472,1.165,0,0.0,0.0,-0.0064,0.0061,0.0095,-0.033,17,30,0.0102,300,115.8,2.7371,0.4103,3.472,2.138,1.334,0,0.0,-0.0109,0.007,0.0095,-0.033,22,0.0112,1.7751,0.1824,2.137,1.491,0,0.0,-0.0054,0.0042,0.0015,-0.018,16,0.0087,1.3106,0.0946,1.488,1.165,0,0.0,-0.0027,0.0028,0.0035,-0.0105,3,0.005,1,1,1
56,1.998,0.6973,3.759,1.17,0,0.0,0.0,-0.0072,0.0077,0.033,-0.046,10,37,0.0132,220,106.7568,2.8478,0.4553,3.759,2.19,1.569,0,0.0,-0.0131,0.0083,0.007,-0.046,27,0.0129,1.8181,0.1934,2.189,1.518,1,1.772,-0.0057,0.0069,0.033,-0.045,16,0.0134,1.3281,0.1021,1.515,1.17,1,1.423,-0.0029,0.0026,0.0025,-0.01,4,0.0014,1,1,1
