,d_mean,d_std,d_max,d_min,d_peaks_num,d_peaks_mean,d_peaks_idx_mean,g_mean,g_std,g_max,g_min,g_argmax,g_peaks_num,g_peaks_mean,g_clpeak_idx,g_peaks_idx_mean,ud_mean,ud_std,ud_max,ud_min,ud_delta,ud_peaks_num,ud_peaks_mean,ug_mean,ug_std,ug_max,ug_min,ug_peaks_num,ug_peaks_mean,md_mean,md_std,md_max,md_min,md_peaks_num,md_peaks_mean,mg_mean,mg_std,mg_max,mg_min,mg_peaks_num,mg_peaks_mean,bd_mean,bd_std,bd_max,bd_min,bd_peaks_num,bd_peaks_mean,bg_mean,bg_std,bg_max,bg_min,bg_peaks_num,bg_peaks_mean,labels
37,2.3747,1.0568,5.406,1.226,0,0.0,0.0,-0.0117,0.0122,0.0005,-0.0665,3,18,0.0273,159,66.6667,3.6539,0.7342,5.406,2.676,2.73,0,0.0,-0.0229,0.0142,-0.007,-0.0665,18,0.0291,2.0726,0.3397,2.677,1.624,0,0.0,-0.0088,0.0061,0.0005,-0.032,7,0.0092,1.3975,0.1165,1.622,1.226,0,0.0,-0.0033,0.0013,0.0,-0.007,0,0.0,3
38,2.2736,0.9478,4.626,1.205,0,0.0,0.0,-0.0095,0.0088,0.0025,-0.0485,13,17,0.0178,169,84.0,3.4308,0.6075,4.626,2.587,2.039,0,0.0,-0.017,0.0097,0.0025,-0.0485,17,0.0169,2.0141,0.3179,2.576,1.589,0,0.0,-0.0083,0.0064,0.0005,-0.0355,7,0.0163,1.3759,0.1122,1.586,1.205,0,0.0,-0.0032,0.0011,-0.0005,-0.0065,0,0.0,3
39,2.2314,0.904,4.466,1.195,0,0.0,0.0,-0.0091,0.008,0.0025,-0.0445,17,13,0.0166,162,70.3077,3.3316,0.5725,4.466,2.552,1.914,1,2.625,-0.016,0.0085,0.0025,-0.0445,17,0.0186,1.9958,0.3143,2.54,1.568,0,0.0,-0.0082,0.0056,-0.002,-0.0315,2,0.0095,1.3667,0.1073,1.564,1.195,0,0.0,-0.0031,0.0012,-0.0005,-0.007,0,0.0,3
40,2.2587,0.907,4.473,1.202,0,0.0,0.0,-0.0091,0.0077,0.007,-0.041,24,16,0.0182,88,47.0,3.3644,0.5536,4.473,2.586,1.887,0,0.0,-0.0158,0.0088,0.007,-0.041,22,0.0194,2.0373,0.3103,2.578,1.584,0,0.0,-0.0083,0.0045,-0.002,-0.029,4,0.0169,1.3744,0.1097,1.581,1.202,0,0.0,-0.0032,0.001,0.0,-0.0065,0,0.0,3
41,2.3897,1.0285,5.24,1.228,0,0.0,0.0,-0.011,0.0144,0.0335,-0.113,14,15,0.0268,66,35.6,3.6113,0.7394,5.24,2.697,2.543,0,0.0,-0.0209,0.0209,0.0335,-0.113,20,0.0289,2.1518,0.3097,2.683,1.638,0,0.0,-0.0088,0.0048,-0.0035,-0.039,3,0.0083,1.4058,0.1167,1.633,1.228,0,0.0,-0.0034,0.0011,-0.001,-0.0075,0,0.0,3
42,2.4478,1.109,6.045,1.227,0,0.0,0.0,-0.0134,0.0201,0.0135,-0.156,3,20,0.0368,216,58.85,3.7546,0.8533,6.045,2.721,3.324,0,0.0,-0.0278,0.0291,0.0135,-0.156,19,0.0367,2.1772,0.3039,2.707,1.655,0,0.0,-0.0089,0.0063,-0.002,-0.0445,2,0.0252,1.4117,0.1196,1.647,1.227,0,0.0,-0.0035,0.0013,0.0015,-0.008,0,0.0,3
43,2.4229,1.0741,5.636,1.224,1,4.545,20.0,-0.0124,0.0195,0.0595,-0.149,7,27,0.0312,223,84.2222,3.6944,0.8069,5.636,2.678,2.958,1,4.545,-0.0251,0.0293,0.0595,-0.149,24,0.0324,2.1677,0.2848,2.669,1.644,0,0.0,-0.0086,0.0051,-0.001,-0.035,6,0.0166,1.4065,0.1171,1.64,1.224,0,0.0,-0.0035,0.0013,-0.001,-0.009,0,0.0,3
44,2.4153,1.0687,5.707,1.224,0,0.0,0.0,-0.0123,0.0199,0.098,-0.1565,6,17,0.0299,221,76.8824,3.6811,0.8035,5.707,2.656,3.051,0,0.0,-0.0249,0.0298,0.098,-0.1565,21,0.0337,2.1618,0.275,2.652,1.637,0,0.0,-0.0085,0.0068,-0.0025,-0.0555,1,0.0285,1.4029,0.1168,1.63,1.224,0,0.0,-0.0034,0.0015,0.0025,-0.0085,2,0.0055,3
45,2.3597,0.9984,5.28,1.212,0,0.0,0.0,-0.0113,0.0142,0.0025,-0.136,3,15,0.0384,233,50.2,3.5516,0.7103,5.28,2.605,2.675,0,0.0,-0.0224,0.0191,0.0025,-0.136,16,0.0337,2.1369,0.2509,2.597,1.624,0,0.0,-0.0082,0.0066,-0.002,-0.06,3,0.0225,1.3906,0.117,1.618,1.212,0,0.0,-0.0034,0.0012,-0.0015,-0.0065,0,0.0,3
46,2.3297,0.9607,5.109,1.209,0,0.0,0.0,-0.0109,0.0128,-0.001,-0.1125,1,10,0.0365,70,38.7,3.4797,0.6676,5.109,2.567,2.542,0,0.0,-0.0215,0.0171,-0.0045,-0.1125,12,0.0347,2.1216,0.2369,2.562,1.638,0,0.0,-0.0078,0.0044,-0.001,-0.035,2,0.0045,1.3879,0.1184,1.629,1.209,0,0.0,-0.0036,0.0016,-0.0015,-0.0125,0,0.0,3
47,2.3268,0.9622,5.135,1.201,0,0.0,0.0,-0.011,0.0122,-0.0005,-0.072,4,15,0.0301,156,67.4,3.4653,0.706,5.135,2.553,2.582,0,0.0,-0.0218,0.0157,-0.003,-0.072,14,0.0335,2.1209,0.2262,2.542,1.758,0,0.0,-0.0066,0.0024,-0.0015,-0.0135,4,0.0087,1.3942,0.1389,1.746,1.201,0,0.0,-0.0046,0.0035,-0.0005,-0.018,1,0.0085,3
48,2.4019,1.0191,5.17,1.211,0,0.0,0.0,-0.0106,0.0122,0.04,-0.073,13,19,0.0304,277,55.4211,3.6093,0.7626,5.17,2.624,2.546,1,5.17,-0.0201,0.0169,0.04,-0.073,19,0.0305,2.1551,0.2425,2.612,1.793,0,0.0,-0.0069,0.0023,-0.003,-0.0135,1,0.008,1.4412,0.184,1.787,1.211,0,0.0,-0.0048,0.0044,-0.001,-0.029,2,0.0157,3
49,2.5614,1.1639,6.263,1.237,0,0.0,0.0,-0.0128,0.0234,0.169,-0.1765,4,18,0.0502,99,42.8333,3.9278,0.954,6.263,2.776,3.487,0,0.0,-0.0256,0.0369,0.169,-0.1765,19,0.0486,2.2286,0.2661,2.762,1.833,0,0.0,-0.0078,0.0028,-0.002,-0.015,1,0.002,1.528,0.1937,1.829,1.237,1,1.655,-0.005,0.0052,0.002,-0.039,0,0.0,3
50,2.571,1.1499,5.707,1.238,1,5.704,7.0,-0.0124,0.0139,0.023,-0.089,8,20,0.0364,320,50.05,3.939,0.9012,5.707,2.779,2.928,1,5.704,-0.0245,0.0179,0.023,-0.089,22,0.0331,2.2338,0.2679,2.762,1.835,0,0.0,-0.0078,0.0026,-0.004,-0.014,0,0.0,1.5402,0.188,1.83,1.238,1,1.618,-0.005,0.0059,0.003,-0.046,1,0.046,3
51,2.4675,1.0334,5.549,1.234,0,0.0,0.0,-0.0121,0.0131,0.001,-0.095,0,17,0.0299,354,73.8235,3.6969,0.8177,5.549,2.653,2.896,0,0.0,-0.0246,0.0159,0.0,-0.095,18,0.0286,2.161,0.2452,2.636,1.787,0,0.0,-0.0072,0.0031,-0.0025,-0.0195,3,0.0082,1.5445,0.1337,1.784,1.234,0,0.0,-0.0046,0.0041,0.001,-0.034,1,0.034,1
52,2.478,1.045,5.697,1.371,0,0.0,0.0,-0.0121,0.0148,0.001,-0.1115,6,21,0.0348,88,41.5238,3.7164,0.844,5.697,2.689,3.008,0,0.0,-0.0254,0.0194,-0.0035,-0.1115,24,0.0329,2.1643,0.2485,2.671,1.787,0,0.0,-0.0075,0.0029,-0.002,-0.0175,0,0.0,1.5534,0.1215,1.783,1.371,0,0.0,-0.0035,0.0013,0.001,-0.0065,0,0.0,1
53,2.4922,1.047,5.33,1.366,0,0.0,0.0,-0.0108,0.0136,0.0885,-0.0835,5,17,0.0308,136,49.5294,3.747,0.8131,5.33,2.7,2.63,0,0.0,-0.0213,0.0192,0.0885,-0.0835,17,0.0349,2.1728,0.2467,2.684,1.798,0,0.0,-0.0075,0.003,-0.0015,-0.0175,3,0.007,1.557,0.1257,1.793,1.366,0,0.0,-0.0036,0.0012,0.0,-0.006,0,0.0,1
54,2.5438,1.1198,5.567,1.361,0,0.0,0.0,-0.0115,0.0147,0.0325,-0.1265,9,20,0.0301,76,46.05,3.8768,0.9019,5.567,2.732,2.835,0,0.0,-0.0231,0.0207,0.0325,-0.1265,21,0.0321,2.1948,0.2562,2.722,1.804,0,0.0,-0.0077,0.0034,-0.001,-0.018,3,0.0083,1.5599,0.1283,1.798,1.361,0,0.0,-0.0037,0.0011,-0.001,-0.007,0,0.0,1
55,2.5412,1.0946,5.385,1.359,0,0.0,0.0,-0.0101,0.0216,0.179,-0.184,10,15,0.0449,150,49.8,3.8584,0.8398,5.385,2.726,2.659,2,5.2605,-0.019,0.0355,0.179,-0.184,15,0.0458,2.2018,0.2578,2.72,1.811,0,0.0,-0.0076,0.0026,0.0005,-0.0145,5,0.0066,1.5635,0.1284,1.806,1.359,0,0.0,-0.0038,0.001,-0.0015,-0.0075,0,0.0,1
56,2.5259,1.102,5.4,1.357,1,5.4,15.0,-0.01,0.0186,0.091,-0.1365,28,19,0.0336,136,81.0,3.8483,0.8628,5.4,2.699,2.701,2,5.357,-0.0189,0.0299,0.091,-0.1365,17,0.0389,2.1785,0.2512,2.686,1.795,0,0.0,-0.0075,0.0039,0.002,-0.0215,9,0.0094,1.5509,0.1246,1.788,1.357,0,0.0,-0.0036,0.0017,0.0005,-0.009,2,0.0012,1
57,2.4473,1.0372,5.311,1.34,0,0.0,0.0,-0.0107,0.016,0.0555,-0.13,18,21,0.0284,128,63.3333,3.6814,0.8308,5.311,2.604,2.707,1,5.311,-0.0216,0.024,0.0555,-0.13,25,0.0273,2.1309,0.2392,2.594,1.767,0,0.0,-0.007,0.003,-0.0005,-0.0205,6,0.0077,1.5296,0.1215,1.758,1.34,0,0.0,-0.0035,0.0015,0.0,-0.0075,0,0.0,1
58,2.4455,1.0347,5.313,1.341,0,0.0,0.0,-0.011,0.0169,0.029,-0.174,24,15,0.0395,119,43.1333,3.6762,0.8299,5.313,2.619,2.694,0,0.0,-0.0225,0.0254,0.029,-0.174,19,0.0339,2.1292,0.2385,2.599,1.764,0,0.0,-0.007,0.0027,-0.0015,-0.018,2,0.011,1.5311,0.1243,1.762,1.341,0,0.0,-0.0035,0.0014,-0.0005,-0.0065,0,0.0,1
59,2.4185,1.0237,5.341,1.318,0,0.0,0.0,-0.0112,0.0149,0.0595,-0.0915,16,16,0.0294,79,45.25,3.6396,0.8111,5.341,2.568,2.773,1,5.061,-0.0232,0.021,0.0595,-0.0915,22,0.0302,2.1044,0.2399,2.558,1.742,0,0.0,-0.0069,0.0026,-0.0005,-0.014,0,0.0,1.5116,0.1259,1.737,1.318,0,0.0,-0.0035,0.0012,-0.001,-0.007,0,0.0,1
60,2.4581,1.1164,5.54,1.297,0,0.0,0.0,-0.0119,0.0162,0.0575,-0.098,15,20,0.0355,91,51.55,3.7864,0.909,5.54,2.59,2.95,1,5.264,-0.025,0.0226,0.0575,-0.098,21,0.0356,2.1008,0.2491,2.582,1.735,0,0.0,-0.0071,0.0028,-0.0025,-0.015,2,0.0065,1.487,0.1249,1.729,1.297,0,0.0,-0.0036,0.0014,0.0,-0.0085,0,0.0,1
61,2.4432,1.1038,5.222,1.268,2,5.18,16.5,-0.0101,0.024,0.233,-0.1505,5,22,0.0446,128,53.8636,3.7744,0.8495,5.222,2.597,2.625,2,5.18,-0.0193,0.0398,0.233,-0.1505,26,0.0408,2.0895,0.255,2.587,1.71,0,0.0,-0.0074,0.0028,-0.003,-0.0205,4,0.0091,1.4659,0.1265,1.707,1.268,0,0.0,-0.0037,0.0013,0.0015,-0.0075,0,0.0,1
62,2.6207,1.3522,6.46,1.252,1,5.042,25.0,-0.0144,0.0238,0.09,-0.1695,2,26,0.0519,120,48.3846,4.2636,1.0457,6.46,2.76,3.7,2,5.189,-0.0306,0.0358,0.09,-0.1695,32,0.0467,2.144,0.2957,2.736,1.712,0,0.0,-0.0086,0.0035,-0.003,-0.0205,2,0.0057,1.4544,0.1339,1.709,1.252,0,0.0,-0.0038,0.0014,-0.001,-0.0075,0,0.0,1
63,2.622,1.3644,6.35,1.237,1,5.224,32.0,-0.0142,0.0206,0.1315,-0.133,26,27,0.0424,217,65.2963,4.2853,1.0431,6.35,2.752,3.598,1,5.224,-0.0301,0.0294,0.1315,-0.133,28,0.0454,2.1368,0.2986,2.741,1.698,0,0.0,-0.0087,0.0037,-0.0005,-0.024,8,0.0125,1.4438,0.1331,1.696,1.237,0,0.0,-0.0038,0.0019,0.0005,-0.011,0,0.0,1
64,2.5442,1.2809,5.912,1.23,2,4.954,26.5,-0.013,0.0192,0.1145,-0.128,22,28,0.0332,223,78.75,4.108,0.9675,5.912,2.668,3.244,2,4.954,-0.0271,0.028,0.1145,-0.128,24,0.0398,2.0948,0.283,2.661,1.677,0,0.0,-0.0082,0.0031,-0.0015,-0.0165,4,0.008,1.4299,0.1287,1.676,1.23,0,0.0,-0.0037,0.0017,0.0,-0.008,2,0.0015,1
65,2.3283,1.0695,4.92,1.205,3,4.7523,12.0,-0.0103,0.0139,0.051,-0.074,3,23,0.0327,85,44.087,3.6213,0.8239,4.92,2.461,2.459,4,4.7778,-0.0206,0.0201,0.051,-0.074,24,0.0328,1.9759,0.2414,2.451,1.611,0,0.0,-0.0071,0.0027,-0.001,-0.0135,2,0.0088,1.3877,0.117,1.608,1.205,0,0.0,-0.0034,0.0014,0.0,-0.009,1,0.009,1
66,2.2278,0.977,4.769,1.194,0,0.0,0.0,-0.0095,0.011,0.0285,-0.0535,16,12,0.0268,146,51.3333,3.3969,0.7744,4.769,2.366,2.403,1,4.769,-0.0189,0.0146,0.0285,-0.0535,13,0.0292,1.9185,0.2221,2.361,1.585,0,0.0,-0.0065,0.0028,0.0,-0.0145,5,0.0099,1.3679,0.1116,1.579,1.194,0,0.0,-0.0032,0.0015,0.001,-0.0075,1,0.0,1
67,2.1442,0.8914,4.618,1.182,0,0.0,0.0,-0.0094,0.0124,0.05,-0.074,9,13,0.0276,56,37.2308,3.2097,0.6993,4.618,2.27,2.348,0,0.0,-0.0193,0.0176,0.05,-0.074,14,0.0274,1.8736,0.2058,2.263,1.558,0,0.0,-0.0059,0.0021,-0.0015,-0.0125,0,0.0,1.3492,0.1077,1.552,1.182,0,0.0,-0.0031,0.0012,-0.0005,-0.0075,0,0.0,1
68,2.1353,0.8859,4.519,1.174,0,0.0,0.0,-0.0093,0.0109,0.0125,-0.079,6,18,0.0315,49,27.3889,3.2001,0.6811,4.519,2.292,2.227,0,0.0,-0.0186,0.0146,0.0125,-0.079,20,0.0305,1.863,0.2068,2.287,1.551,0,0.0,-0.0062,0.0024,-0.001,-0.0155,2,0.007,1.3427,0.109,1.547,1.174,0,0.0,-0.0031,0.0011,0.0005,-0.006,0,0.0,1
69,2.2078,0.9517,4.648,1.2,0,0.0,0.0,-0.0094,0.0123,0.026,-0.1075,35,16,0.0336,160,54.25,3.3525,0.7361,4.648,2.35,2.298,1,4.648,-0.0186,0.0178,0.026,-0.1075,17,0.0332,1.9075,0.2233,2.345,1.569,0,0.0,-0.0065,0.0026,0.0,-0.014,2,0.0063,1.3633,0.1101,1.565,1.2,0,0.0,-0.003,0.0015,0.001,-0.0075,0,0.0,1
70,2.2942,1.002,4.559,1.209,3,4.443,17.3333,-0.0094,0.015,0.055,-0.1335,26,22,0.0291,76,51.4545,3.5203,0.7173,4.559,2.474,2.085,4,4.4685,-0.0176,0.0236,0.055,-0.1335,28,0.0269,1.9727,0.2432,2.465,1.615,0,0.0,-0.0071,0.003,-0.0005,-0.0155,4,0.005,1.3897,0.1167,1.611,1.209,0,0.0,-0.0034,0.0017,0.0005,-0.009,0,0.0,1
71,2.2841,0.9953,4.576,1.207,2,4.3995,16.5,-0.0093,0.0145,0.0715,-0.1,25,22,0.0346,223,65.6818,3.5027,0.713,4.576,2.452,2.124,3,4.4107,-0.0175,0.0226,0.0715,-0.1,22,0.0365,1.9629,0.2382,2.447,1.614,0,0.0,-0.007,0.0032,0.0025,-0.015,6,0.0077,1.3868,0.1153,1.612,1.207,0,0.0,-0.0034,0.0018,0.0015,-0.0105,0,0.0,1
72,2.1575,0.8774,4.331,1.197,0,0.0,0.0,-0.0086,0.0092,0.0245,-0.061,13,18,0.0217,95,62.3889,3.2234,0.6417,4.331,2.32,2.011,0,0.0,-0.0165,0.0122,0.0245,-0.061,19,0.0221,1.8868,0.2102,2.307,1.572,0,0.0,-0.0062,0.0024,-0.0005,-0.0125,3,0.0077,1.3622,0.1076,1.566,1.197,0,0.0,-0.0031,0.0018,0.001,-0.009,3,0.0028,1
73,2.0945,0.8268,4.274,1.182,0,0.0,0.0,-0.0085,0.0103,0.026,-0.0685,5,15,0.0277,63,38.8667,3.0977,0.6061,4.274,2.244,2.03,1,4.04,-0.0166,0.0145,0.026,-0.0685,20,0.0268,1.8417,0.1987,2.237,1.54,0,0.0,-0.0058,0.002,-0.001,-0.012,0,0.0,1.3442,0.1034,1.539,1.182,0,0.0,-0.003,0.0011,-0.0005,-0.0065,0,0.0,1
74,2.1208,0.8613,4.281,1.178,0,0.0,0.0,-0.0079,0.0121,0.072,-0.0895,12,16,0.0331,61,38.125,3.1698,0.6244,4.281,2.275,2.006,1,4.157,-0.0146,0.019,0.072,-0.0895,18,0.0319,1.8519,0.2088,2.273,1.54,0,0.0,-0.0061,0.0023,-0.003,-0.014,1,0.014,1.3408,0.1044,1.538,1.178,0,0.0,-0.003,0.0009,-0.0005,-0.006,0,0.0,1
75,2.2012,0.9281,4.491,1.188,2,4.1665,16.0,-0.0083,0.0177,0.1495,-0.191,7,16,0.0404,92,41.8125,3.3398,0.655,4.491,2.356,2.135,2,4.1665,-0.0153,0.0292,0.1495,-0.191,20,0.0351,1.9034,0.2257,2.346,1.576,0,0.0,-0.0065,0.0022,-0.0025,-0.012,0,0.0,1.3605,0.11,1.569,1.188,0,0.0,-0.0032,0.0012,0.0,-0.0075,0,0.0,1
76,2.2397,0.931,4.453,1.208,0,0.0,0.0,-0.0091,0.0105,0.0185,-0.0615,2,16,0.0206,77,56.25,3.3933,0.6127,4.453,2.432,2.021,2,4.045,-0.0171,0.0148,0.0185,-0.0615,20,0.02,1.9453,0.2366,2.42,1.595,0,0.0,-0.0069,0.0024,-0.002,-0.0155,0,0.0,1.3804,0.1135,1.591,1.208,0,0.0,-0.0032,0.0012,0.0,-0.007,0,0.0,1
77,2.2157,0.8993,4.245,1.199,1,3.877,21.0,-0.0084,0.0113,0.049,-0.0815,35,27,0.0253,129,64.2593,3.3339,0.5695,4.245,2.444,1.801,2,3.932,-0.0149,0.0174,0.049,-0.0815,30,0.0244,1.9381,0.2363,2.431,1.588,0,0.0,-0.0071,0.0032,-0.002,-0.0205,4,0.0107,1.3752,0.1117,1.585,1.199,0,0.0,-0.0032,0.0012,-0.0005,-0.007,0,0.0,1
78,2.1914,0.8761,4.167,1.199,3,3.9027,21.0,-0.0083,0.0103,0.0485,-0.095,16,25,0.0202,148,65.12,3.2783,0.5578,4.167,2.399,1.768,3,3.9027,-0.0148,0.0154,0.0485,-0.095,23,0.0217,1.9253,0.2316,2.386,1.584,0,0.0,-0.0068,0.0028,-0.001,-0.018,7,0.0084,1.3706,0.1102,1.578,1.199,0,0.0,-0.0032,0.0012,-0.0005,-0.0065,1,0.0065,1
79,2.1007,0.797,3.79,1.174,3,3.6243,25.3333,-0.007,0.009,0.0475,-0.0555,36,24,0.0198,166,44.6667,3.0907,0.4822,3.79,2.333,1.457,6,3.6332,-0.0113,0.014,0.0475,-0.0555,29,0.0192,1.8725,0.2226,2.323,1.54,0,0.0,-0.0066,0.0027,-0.0005,-0.0155,3,0.009,1.3387,0.1037,1.538,1.174,0,0.0,-0.003,0.0012,0.0005,-0.0085,0,0.0,1
80,2.1075,0.7895,3.767,1.18,0,0.0,0.0,-0.0071,0.0075,0.0295,-0.0425,38,18,0.0159,81,49.1667,3.0907,0.4627,3.767,2.329,1.438,0,0.0,-0.0117,0.0113,0.0295,-0.0425,20,0.0154,1.8856,0.2219,2.32,1.553,0,0.0,-0.0064,0.0022,-0.003,-0.014,1,0.003,1.3464,0.106,1.548,1.18,0,0.0,-0.0031,0.0009,-0.001,-0.005,0,0.0,1
81,2.2391,0.8785,4.304,1.212,2,3.8555,17.5,-0.0083,0.0122,0.085,-0.06,34,12,0.0344,159,59.25,3.3372,0.5027,4.304,2.504,1.8,3,3.783,-0.0143,0.0194,0.085,-0.06,12,0.0346,1.99,0.2456,2.493,1.623,0,0.0,-0.0073,0.0029,-0.002,-0.018,2,0.0098,1.3903,0.1175,1.617,1.212,0,0.0,-0.0034,0.0011,-0.0015,-0.007,0,0.0,1
82,2.3066,0.9165,4.397,1.224,0,0.0,0.0,-0.0089,0.0087,0.0165,-0.0485,74,28,0.0208,129,56.4286,3.4542,0.5059,4.397,2.596,1.801,3,3.5663,-0.0152,0.0122,0.0165,-0.0485,29,0.0201,2.0507,0.2648,2.582,1.659,0,0.0,-0.0078,0.0028,-0.003,-0.0185,2,0.0152,1.4148,0.1254,1.654,1.224,0,0.0,-0.0036,0.0012,-0.0015,-0.0065,0,0.0,1
83,2.2743,0.8855,4.342,1.223,2,3.4935,52.5,-0.0087,0.0095,0.027,-0.0605,69,26,0.0233,115,51.0385,3.3811,0.489,4.342,2.56,1.782,3,3.49,-0.0149,0.0139,0.027,-0.0605,29,0.0223,2.0319,0.2592,2.552,1.645,0,0.0,-0.0076,0.0036,0.0005,-0.0215,7,0.009,1.4099,0.1233,1.643,1.223,0,0.0,-0.0035,0.0011,-0.002,-0.007,0,0.0,1
84,2.2465,0.8588,4.271,1.217,0,0.0,0.0,-0.0085,0.0097,0.032,-0.0655,61,18,0.0248,185,61.1111,3.3186,0.4739,4.271,2.504,1.767,2,3.4035,-0.0149,0.0144,0.032,-0.0655,22,0.0251,2.0154,0.2508,2.495,1.639,0,0.0,-0.0072,0.0025,-0.001,-0.013,2,0.0058,1.4054,0.1209,1.634,1.217,0,0.0,-0.0035,0.0011,-0.001,-0.0075,0,0.0,1
85,2.1808,0.7981,4.144,1.205,3,3.1857,56.3333,-0.0082,0.0097,0.021,-0.059,3,15,0.0235,85,45.0,3.1751,0.4285,4.144,2.441,1.703,4,3.1797,-0.0144,0.0145,0.021,-0.059,20,0.0225,1.9777,0.2396,2.43,1.619,0,0.0,-0.0068,0.0029,-0.0005,-0.0195,2,0.0123,1.3896,0.1188,1.615,1.205,0,0.0,-0.0034,0.0011,-0.0015,-0.007,0,0.0,1
86,2.2503,0.8546,4.469,1.217,0,0.0,0.0,-0.009,0.0102,0.0225,-0.072,8,15,0.0245,79,36.8667,3.313,0.474,4.469,2.549,1.92,2,3.201,-0.016,0.0149,0.0225,-0.072,21,0.0242,2.0281,0.2566,2.539,1.648,0,0.0,-0.0075,0.0023,-0.0035,-0.0145,0,0.0,1.4099,0.1252,1.644,1.217,0,0.0,-0.0036,0.001,-0.001,-0.006,0,0.0,1
87,2.2826,0.8614,4.29,1.231,1,3.085,64.0,-0.0085,0.0086,0.02,-0.037,20,19,0.0175,90,56.6842,3.3521,0.4682,4.29,2.616,1.674,2,3.1305,-0.014,0.0126,0.02,-0.037,19,0.0189,2.0681,0.2651,2.607,1.668,0,0.0,-0.0079,0.003,-0.0025,-0.02,4,0.0094,1.4277,0.1267,1.662,1.231,0,0.0,-0.0036,0.0012,0.0,-0.007,1,0.0,2
88,2.2388,0.8159,4.226,1.23,2,3.0215,83.0,-0.0083,0.0093,0.019,-0.055,18,21,0.0235,124,69.5714,3.2422,0.455,4.226,2.587,1.639,3,2.989,-0.0138,0.0141,0.019,-0.055,23,0.0225,2.0511,0.2601,2.576,1.664,0,0.0,-0.0077,0.0028,-0.0025,-0.0175,4,0.0105,1.4231,0.1236,1.658,1.23,0,0.0,-0.0036,0.0014,0.0,-0.0075,0,0.0,2
89,2.2086,0.7851,4.144,1.229,3,2.884,77.3333,-0.0081,0.0093,0.0265,-0.052,13,24,0.0211,100,55.0417,3.1711,0.4331,4.144,2.574,1.57,3,2.884,-0.0131,0.0141,0.0265,-0.052,26,0.0204,2.0372,0.2562,2.566,1.651,0,0.0,-0.0077,0.0032,0.0005,-0.017,0,0.0,1.4176,0.121,1.647,1.229,0,0.0,-0.0035,0.0011,-0.001,-0.006,0,0.0,2
90,2.1978,0.7726,4.109,1.23,1,2.896,86.0,-0.008,0.0081,0.021,-0.0565,9,17,0.0184,93,45.4706,3.1421,0.4227,4.109,2.573,1.536,2,2.8425,-0.0129,0.0121,0.021,-0.0565,22,0.0172,2.0354,0.2597,2.566,1.654,0,0.0,-0.0076,0.0029,-0.003,-0.015,2,0.005,1.4157,0.121,1.651,1.23,0,0.0,-0.0035,0.0011,-0.0015,-0.0065,0,0.0,2
91,2.2343,0.8061,4.168,1.23,1,2.736,83.0,-0.0082,0.0078,0.0155,-0.0425,51,31,0.0149,126,70.3548,3.206,0.4805,4.168,2.62,1.548,2,2.7795,-0.0129,0.0112,0.0155,-0.0425,30,0.0154,2.0734,0.2738,2.608,1.667,0,0.0,-0.0079,0.0032,0.002,-0.024,4,0.0101,1.4235,0.1263,1.663,1.23,0,0.0,-0.0036,0.0011,-0.001,-0.007,0,0.0,2
92,2.4324,0.9793,5.135,1.278,2,2.7155,115.0,-0.0105,0.0133,0.0205,-0.095,20,22,0.0265,145,63.7273,3.5703,0.7395,5.135,2.67,2.465,1,2.67,-0.0191,0.0197,0.0205,-0.095,17,0.0318,2.2338,0.307,2.761,1.763,0,0.0,-0.0082,0.0045,0.007,-0.028,8,0.0066,1.4932,0.1392,1.759,1.278,0,0.0,-0.004,0.0012,-0.002,-0.0075,0,0.0,2
93,2.5013,1.0473,5.107,1.281,2,3.8725,63.0,-0.0104,0.013,0.0315,-0.0765,17,29,0.023,164,68.2414,3.7256,0.7978,5.107,2.638,2.469,1,5.107,-0.0194,0.0181,0.0315,-0.0765,28,0.0238,2.2718,0.3031,2.725,1.792,1,2.725,-0.0074,0.0065,0.011,-0.034,10,0.0092,1.5065,0.1455,1.785,1.281,0,0.0,-0.0042,0.0015,-0.0005,-0.0095,0,0.0,2
94,2.4782,1.0277,5.158,1.291,1,2.563,119.0,-0.0108,0.0122,0.019,-0.0785,19,31,0.0197,176,83.9677,3.6788,0.7897,5.158,2.563,2.595,0,0.0,-0.0217,0.0148,0.012,-0.0785,24,0.0229,2.2519,0.2857,2.662,1.784,1,2.662,-0.0067,0.0066,0.019,-0.027,10,0.0121,1.5038,0.1461,1.778,1.291,0,0.0,-0.0041,0.0015,0.0015,-0.0075,0,0.0,2
95,2.3865,0.9385,4.825,1.272,1,2.519,120.0,-0.0099,0.0124,0.0495,-0.072,119,32,0.023,169,83.3125,3.4762,0.7177,4.825,2.527,2.298,2,3.632,-0.0193,0.0166,0.0495,-0.072,25,0.0259,2.1961,0.2745,2.612,1.762,2,2.5545,-0.0064,0.0069,0.012,-0.03,12,0.0107,1.4872,0.1391,1.752,1.272,0,0.0,-0.0041,0.0018,-0.001,-0.0115,1,0.0115,2
